EpochTime,feelings_symptoms,smell_description,smell_value,zipcode
1528203716,Anxiety. Cough. Headache ,Burning sulfur ,3,15221
1528223848,,Diesel exhaust odor,3,15207
1528225605,,,1,15213
1528230739,,,1,15217
1528231090,,"Edgar Thomson Plant, burning metal ",4,15104
1528251403,,Industrial gas,4,15207
1528252183,,,1,15232
1528256129,,,1,15217
1528281170,,,2,15217
1528303789,No,Burnt metal ,3,15201
1528308636,Scratchy throat,Acrid industrial,3,15217
1528316919,,,1,15213
1528324016,,Minty,2,15206
1528330621,,Exhaust industrial,4,15206
1528367239,,,3,15208
1528367594,,,3,15221
1528368316,No,Industrial,4,15206
1528368379,Dry eye,Acrid industrial,3,15218
1528369399,,Industrial ,5,15218
1528369966,Sore throat,Sulphur,4,15206
1528370351,,"Industrial smoke stack emissions with high water content. Swampy sewer pipe smell. Winds out of SE last two hours. PM, CO2 & VOCs up sharply.",4,15218
1528370455,,Industrial ,4,15206
1528370738,,Industrial ,3,15217
1528370849,,Industrial,4,15217
1528371321,,,3,15219
1528371329,,Industrial,4,15206
1528371362,,Burning metal/coke,3,15217
1528371807,,,5,15232
1528371982,,Industrial,4,15232
1528372022,,parkway pollution,3,15201
1528372184,,Industrial,4,15208
1528372189,,Sulfur,5,15217
1528372241,,Industrial,3,15217
1528372331,,Industrial,4,15207
1528372474,,Salsa,5,15217
1528372506,,Industrial fumes; acrid ,4,15206
1528372598,,Industrial smog ,4,15232
1528372799,,Sulfur,3,15206
1528372979,,,4,15217
1528373155,,Sulphur,3,15217
1528373273,,,4,15217
1528373282,Sore throat,"Sulfur, diesel ",3,15213
1528373433,Asthma,Sour smell,3,15201
1528373450,,Industrial pollution. ,4,15206
1528373745,,"Industrial, smoke, factory",4,15217
1528373777,None,Coal,2,15213
1528373810,Asthma like symptoms that I normally dont have,"Smoke smell, was even worse earlier",4,15217
1528373883,,Sulphuric from Braddock-Clairton ,5,15232
1528373900,,,3,15217
1528374012,Scratchy throat,Acrid industrial fog,4,15217
1528374089,,,4,15217
1528374899,"Coughing, headache, need to stay indoors",Rotten eggs,4,15206
1528374984,,The usual industrial stink,4,15217
1528375057,,,3,15217
1528375121,,"Same industrial carbon-loaded smell as usual.  Burnt fuels and sulpher type smell. Also noting a haze at the parkway end of Grant Street tho possibly unrelated.  This smell, today, is a regular pollutant. ",4,15219
1528375170,Affecting my breathing,Industrial burning,4,15206
1528375396,,Industrial,5,15201
1528376025,,,2,15206
1528376077,,Rotten smelling,4,15206
1528376626,,"Coal, sulfur",4,15217
1528377128,"Headache, sore throat, pain in face","Coke fumes, industrial smoke, factory",5,15217
1528377339,"Burning nose, throat, and lungs ","Coke fumes, industrial",5,15219
1528377414,,"Sulfur, industrial",4,15217
1528377839,,"Acrid, industrial stench.",4,15217
1528378285,,,5,15206
1528378289,,,5,15206
1528378480,Breathing problems,Acrid sulfa smell,4,15217
1528378538,Anger blended with feeling trapped ,The same old same old sulfurous acrid choking stench.  I need a drop down menu rather than type it in each time,4,15206
1528378649,,Industrial,4,15218
1528378809,"Cough, nose irritated ",Acrid tar/ industrial ,3,15217
1528379570,Headache,Industrial ,3,15221
1528379610,Headache,Rotten eggs,4,15208
1528379850,,Acrid,2,15221
1528381161,,,5,15213
1528382367,,Rotten-eggs,4,15218
1528383011,,Industrial ,3,15217
1528384174,,"Industrial, acrid stench wafting into my house! ",3,15217
1528385602,Throat,,3,15221
1528386795,,,4,15217
1528387515,,Industrial,4,15217
1528389218,,Exhaust,5,15222
1528390033,,Air still hasn't cleared of burning coal smell.,3,15218
1528390743,,,1,15260
1528391382,,Acrid Sulfur Smell here.,4,15221
1528394354,,Coke burning ,3,15217
1528394903,,"Industrial, rusty",3,15221
1528400235,,,4,15224
1528414015,,,1,15206
1528425076,,Industrial,4,15217
1528425364,,Industrial,5,15218
1528426538,,Rotten eggs; just started very strongly after several hours of clean smelling air,4,15221
1528427969,Eye irritation tight chest ,Smells like a swamp and its seep mg into our home. Would have been nice night to open windows now we have to use AC - more electricity and air cleaners again!,5,15217
1528441608,Headache,"Sulfur smell, industrial ",5,15217
1528446334,,Industrial,3,15201
1528452526,,,4,15219
1528453601,,Industrial ,3,15217
1528453721,,Sulphuric ,4,15213
1528455489,,First floor smells of sulfur from overnight air that crept in when industrial plumage came through neighborhood. Winds have been out of SSSE all night.,4,15218
1528456279,nauseous ,sulfuric,3,15221
1528456282,,Industrial ,4,15206
1528456400,,"Oily, industrial",4,15217
1528456515,,"Industrial, some organic/fuel burn off",3,15213
1528456745,Terrible headache,,3,15217
1528456799,,,3,15207
1528456921,,,5,15217
1528456961,,,3,15206
1528457169,,Industrial burning,4,15206
1528457271,,Rotten eggs,3,15217
1528457350,"Eye irritation, sore throat, coughing ","Rotton eggs, industrial ",5,15206
1528457360,,Industrial ,3,15217
1528457811,,"Slightly sulphur, smokey",3,15206
1528458249,,,3,15208
1528458297,No,Rotten eggs,3,15206
1528458321,Throat irritation ,"Industrial,  rotten eggs",5,15206
1528458351,"Congested, nausea",Industrial,5,15224
1528458374,,Industrial,5,15217
1528458522,No ,Industrial ,4,15206
1528458653,,Industrial ,4,15206
1528458675,,Industrial burning,4,15217
1528458896,,,3,15206
1528458901,,Sulfur pollution,4,15217
1528458992,,,4,15217
1528459184,Sneezing...,Clairton-Braddock,5,15232
1528459232,dry nose,h2s,4,15213
1528459706,,,3,15217
1528459811,Asthma symptoms ,Wood smoke,5,15217
1528459846,,Industrial pollution ,4,15206
1528459906,,,4,15206
1528459939,,,2,15217
1528460373,,Industrial ,5,15217
1528460657,Scratchy throat,Acrid industrial,5,15217
1528461181,"Ste throat, breathing problems",Acrid smell,4,15217
1528461281,,,4,15208
1528461296,Headache ,Industrial ,3,15206
1528461348,,"Toxic, sulphuric ",3,15208
1528461708,,Mon valley stink,4,15217
1528461796,,"Industrial, the opposite of fresh ",3,15218
1528462657,"Bad headache, scratchy throat",SULFUR!,5,15221
1528462909,"Severe headache, sneezing",Industrial,5,15208
1528463004,"Throat hurts, headache. ","Chemical, industrial. ",5,15206
1528464008,,burning coal smell.,4,15218
1528464127,"Nasal discomfort, nausea",Industrial like burning coal,4,15206
1528464873,Sore throat and chest. Anxiety. ,Sulfur ,4,15221
1528471865,,,2,15206
1528474720,,Paint thinner?  Sealant?  A chemical industrial smell..,3,15206
1528479762,,Rotten eggs,3,15219
1528487780,,,3,15206
1528499427,,,2,15217
1528500265,,,2,15232
1528501242,,Wood Smoke. Neighbor down street lit a fire.,4,15218
1528512820,,Foul,4,15218
1528514456,,Sulphur industrial ,4,15218
1528515239,,Sulphur-ish,5,15208
1528515600,,Industrial ,4,15218
1528517105,"Anger, anxiety, sore throat and nose",Acrid sulfur ,4,15221
1528517136,,Slightly sulfuric,4,15206
1528518266,Difficult to breath that in,Strong sulfur smell,3,15221
1528520909,,Industrial,2,15206
1528546665,Coughing; difficulty breathing,Everyday Clairton,4,15217
1528546795,,Mon valley stink ,3,15217
1528550526,,Industrial gas,4,15218
1528551019,,Rotten eggs,3,15217
1528551340,,Just had a really strong plum of sulfur carry through neighborhood.,5,15218
1528552972,Frustration and helplessness,Sulfur and industrial chemical smells,4,15206
1528559900,,,2,15217
1528560654,,Light egg salad with a dash of balsamic. ,2,15206
1528563907,Weezing,Industrial,5,15104
1528564751,,Industrial,4,15201
1528576668,,,2,15206
1528580512,"Sore throat, blocked sinuses, burning eyes ",,2,15217
1528595696,,,1,15206
1528595851,,,1,15206
1528609703,,,4,15208
1528632605,,Industrial ,4,15206
1528639162,,,1,15217
1528648434,,Industrial acrid smell. VOC and particle spike.,4,15217
1528649400,,,3,15217
1528650382, Nose and sinuses burning and irritated ,Burning chemical smell ,4,15221
1528651512,Anger and frustration ,Sulfurous and industrial ,4,15206
1528661703,"eye and sinus irritation, coughing, headaches","heavy traffic but most of the smell is diesel exhaust----'the exhaust pipes from buses, trucks extend into the air above the vehicles them make an elbow directing the exhaust at the fronts of the houses on our block because the houses are on a terrace above street level---has been getting worse over the years due to increase in traffic 24/7",4,15218
1528670420,,From the basement. Smells like rotten eggs.,3,15232
1528707212,Choking.,Rotten eggs,5,15104
1528716375,,,4,15221
1528758098,,,1,15207
1528761961,,,4,15217
1528774306,,Skunk,4,15218
1528775303,,,1,15217
1528794532,,,1,15208
1528795901,,,3,15217
1528804464,Just unpleasant,Rotten eggs ,3,15232
1528811159,"Headache, sore throat ",Industrial sulfur,5,15219
1528812760,,,1,15213
1528812951,,,1,15221
1528819540,,The steel mill ,5,15104
1528821866,,Industrial ,3,15221
1528835290,,Metal industrial burning ,4,15217
1528835317,,,3,15206
1528835441,,,3,15217
1528836471,Sore throat ,Sylphur,3,15213
1528839601,,Industrial sulfur metal,3,15222
1528856306,,"Coal, butt, sulfur ",4,15217
1528856582,Windows open to enjoy the cool night resulting in nausea and headache ,Industrial,3,15217
1528858736,,Skunk like,3,15218
1528859389,"Headache, irritated throat",Burning,4,15217
1528887221,,Sulfur,4,15221
1528890061,,,1,15213
1528892875,Coughing ,Asphalt ,4,15217
1528903512,Tickle in throat ,Industrial ,3,15222
1528906492,Headache ,Industrial ,3,15218
1528917185,Slightly light headed,Sulfer,4,15207
1528940756,Headache Id say,"24/7, any day of the year, at Howley and Main it smells like an auto body shop mixed with the smell of an old lady shut-ins home that was opened up for the first time in 20 years. Its awful. My instincts tell me to hold my breath until its gonebut its never gone!",5,15224
1528942191,,,1,15217
1528963768,,Skunk,4,15218
1528972268,,,1,15213
1528980647,,Industrial,3,15218
1528985761,,,3,15232
1529020098,,Sewage,3,15222
1529025280,,wood smoke.,3,15218
1529028373,,someone has a fire,4,15208
1529029411,,Industrial stench,4,15217
1529032684,,Wood smoke,4,15218
1529035681,,SKUNK,5,15217
1529043362,,,5,15208
1529060476,Sore throat ,Sulphur,4,15221
1529061771,,Sulfur ,3,15221
1529062017,,A small plume of sulfur carried through back screen door. Yin's got Pittsburgh morning air in at?,3,15218
1529063974,,,3,15217
1529082880,Eye irritation,Rotten eggs,4,15222
1529102843,,,1,15207
1529106342,Minor headache,Ass,4,15222
1529117415,,"Industrial, rotten eggs",4,15221
1529120593,Had to immediately close the windows because I couldnt breathe,Industrial sulfur smell ,4,15221
1529121034,Scratchy throat,Acrid industrial.,4,15217
1529121430,,Rotten eggs,5,15221
1529121550,Headache,Chemical; sulphur,5,15217
1529121706,Headache ,Rotten eggs,4,15218
1529122815,,Rotten eggs? Burning trash?,3,15218
1529122876,unknown,industrial ,3,15207
1529123323,Eyes itching and sneezing ,Rotten eggs sulfur ,4,15218
1529124480,General malaise ,Sulfur ,5,15218
1529125991,Dry eyes,"Sulfur, acidic ",3,15218
1529126772,,Sulfur,4,15217
1529129386,,Strong sulphuric even w windows closed woke me up from sleep,4,15217
1529144530,,,4,15221
1529146325,,,3,15206
1529146836,,Indistrial,3,15221
1529146860,Depression ,Clairton and Braddock,4,15232
1529146890,,,4,15232
1529147501,"Sore throat, irritated eyes, running nose. Smell woke me up. ",Industrial,5,15224
1529148581,,Exhaust pipe,5,15207
1529148689,Asthma symptoms ,Woodsmoke,5,15217
1529148796,None at this time,"Industrial, metallic ",3,15206
1529148984,Asthma ,Industrial,5,15217
1529149274,HA asthma nasal cong,Industrial ,3,15213
1529149823,,,4,15206
1529150177,"Sore throat, headache",Woodsmoke,5,15217
1529151397,"Coughing, breathing problems",Everyday Clairton,4,15217
1529152410,,Rotten eggs/industrial,4,15213
1529152787,Headache ,"Sulfur, skunky ",4,15206
1529152895,Eye and nose irritation ,Industrial emissions ,4,15207
1529153176,,"Strong burning coal smell. Wind generally out of South. PM, VOC & CO2 were high all night and are dropping as wind starts to pick up.",4,15218
1529153327,Headache,"Industrial, sulfur ",3,15224
1529153377,,Like papermill effluent,3,15217
1529153435,"Woke up feeling like I was breathing through a straw and having a dream that I was suffocating. Sore throat, coughing ",Heavy Industrial ,5,15207
1529153452,,Wood smoke and industrial,4,15217
1529153474,,"Industrial, woodsmoke, rotten eggs",3,15207
1529154011,headache,industrial,5,15208
1529154051,,Mettalic,3,15217
1529154181,Eye irritation,Industrial ,4,15218
1529154194,Asthma ,Industrial sulfur ,5,15224
1529154669,,Industrial ,5,15217
1529154953,Headache,Industrial ,4,15221
1529154955,,Burning trash,3,15208
1529155060,,,5,15217
1529155113,"Itchy throat,","Industrial, metal",5,15206
1529155233,,,5,15217
1529155390,,Industrial ,3,15217
1529155622,Headache ,Industrial ,4,15104
1529155695,,,3,15208
1529155703,Depression - dont like smelly air,Industrial ,3,15217
1529155778,,Industrial,3,15206
1529155788,,Industrial ,5,15206
1529155947,,,4,15221
1529156174,,Industrial,4,15221
1529156375,,"Hard to breathe, really stinky",5,15213
1529156388,,Industrial ,4,15217
1529156447,,Industrial,5,15206
1529156880,,Sulfur/rotten eggs ,4,15218
1529157018,,,4,15217
1529157063,,,5,15213
1529157126,Eye and nose irritation,Industrial burning smell,4,15217
1529157147,,Sulfur ,5,15217
1529157156,,Sulphur ,4,15208
1529157198,Difficulty breathing and headache ,Pollution ,3,15206
1529157231,,Industrial,3,15206
1529157234,,Rooted sausage,5,15206
1529157491,Headache,"Sulfer, rotten eggs, industrial, smoke",5,15217
1529157867,,Still acrid burning coal. DEP declaired AQ Action Day.. ACHD where is your statement?,4,15218
1529157977,Bronchial irritation,Industrial ,4,15217
1529158047,"Anger, feeling trapped",Industrial sulfurous,4,15206
1529158229,Slept with window open overnight and woke up with sore throat. ,Strong industrial smell  sort of like burning rubber or hot asphalt. ,4,15208
1529158464,,Smokey,5,15217
1529158647,,,4,15206
1529158843,Headache,"Sulphuric, burning industrial ",5,15221
1529159068,Breathing issues ,Obvious stink,4,15206
1529159128,Sore throat,industrial,4,15217
1529159352,Throat issues ,Burning smell of industrial materials ,4,15208
1529160129,,Industrial sulfur,5,15206
1529160664,Scratchy throat,Industrial acrid,3,15217
1529160866,,Industrial ,4,15218
1529160867,Sore throat and eye irrational ,Industrial ,5,15232
1529161486,Sore throat,Rotten eggs,5,15206
1529161516,Nose irritation,Rotten eggs,5,15206
1529163026,,,3,15221
1529163034,,Sulfuric,5,15221
1529163056,Dry throat,Industrial H2S emissions,3,15201
1529163291,,Exhaust/industrial ,3,15219
1529163525,,,4,15201
1529174664,,Industrial,4,15201
1529191724,,,1,15221
1529193724,"Eye, throat irritation",Wood burning/charcoal,3,15221
1529195199,,Industrial ,3,15201
1529206504,Wheezing and sneezing all day,Industrial,4,15208
1529214226,,Skunk,3,15218
1529220185,Headache,Something's burning,4,15201
1529245209,,Woodsmoke,5,15201
1529255459,Headache ,Sour smell,3,15206
1529282275,,Skunk,4,15218
1529284349,Naueating and headache,Skunk,4,15218
1529316711,,rotten eggs.  ET plant.,4,15104
1529317377,"Cant open windows, even though its cooler outside.",Chemical,4,15218
1529319389,,,2,15213
1529322864,Tickle in my throat on my bike commute,"Industrial, coal, sulfur",4,15217
1529329506,Headache,Burnt tires and pavement smell,4,15219
1529329511,,industrial,5,15213
1529341638,,Industrial,3,15213
1529362823,,Industrial ,4,15206
1529372093,,,1,15219
1529398315,Cannot even breathe. Lungs hurt. Chest aches.,"Rotten eggs, burning chemical ",5,15104
1529407621,,,2,15221
1529416839,,Asphalt ,4,15213
1529427870,,Burned out hair dryer ,3,15104
1529430015,,MConway and Torley.,4,15201
1529460070,No ,River water / sewage?,3,15201
1529486157,,,1,15208
1529496089,,Automobile exhaust,3,15217
1529497186,"Headache, sore throat, eye irritation",Fishy & metallic,4,15222
1529497277,,,5,15217
1529497391,,"Smoke, sulfur",3,15217
1529498056,,,5,15217
1529499383,Congestion,Industrial,4,15213
1529499491,,,1,15213
1529499857,,Sulfur,4,15217
1529500462,,,1,15213
1529500672,,Sulfur smell,4,15206
1529501124,,Industrial,4,15206
1529501140,"Anxiety, anger, fear, burning chest, nose, and throat ",Industrial sulfur ,4,15221
1529501204,Headache,"Sulfur, diesel ",3,15213
1529501728,,Sulfuric smell,4,15217
1529501877,,Industrial sulfur,4,15206
1529502050,"Difficulty breathing,  mild nausea ",Foul stink.  Industrial and diesel ,5,15206
1529502195,,"Sulfuric, industrial",5,15206
1529502489,"Sneezing, nasal irritation","Sulfur, industrial",5,15213
1529502801,"Anxiety, anger, asthma symptoms ",Thick sulfuric acrid stench ,5,15217
1529502929,,Industrial ,4,15217
1529504943,Sore throat,Industrial acrid,4,15217
1529505658,,Sulfur ,4,15213
1529506559,,Pollution ,5,15222
1529506711,,Sewer smell,4,15222
1529506833,,,3,15206
1529510121,,Asphalt,4,15213
1529513886,,"Acrid, sulfur around 8:30 am today in Squirrel Hill south",4,15217
1529524629,,Sewer smell,4,15222
1529539673,,Rotten eggs,3,15208
1529546390,,Exhaust,5,15218
1529574470,Choking. Lungs and eyes burn.,"Rotten eggs, burning smell. ",5,15104
1529589791,,,1,15213
1529591300,,Industrial ,2,15206
1529601597,Eye irritation and sinus symptoms,Diesel exhaust mainly,4,15218
1529620508,,Diesel,3,15208
1529633798,,"Industrial, rotten egg ",3,15219
1529647029,Stomach ache,Skunklike,4,15218
1529676658,,,3,15207
1529681071,,,3,15206
1529683332,,"Traffic N. Shore; exhaust, damp",2,15222
1529701139,,Sulfur,4,15213
1529701300,,,1,15217
1529752768,,"Rotten eggs, diesel",3,15208
1529756240,"Disturbed sleep, anxiety, tight chest",Sulfur!,3,15221
1529769687,,Car exhaust ,2,15217
1529799498,,,3,15219
1529850806,,,1,15219
1529878862,,,1,15217
1529894693,,,2,15208
1529933223,,,4,15217
1529941689,,,1,15219
1529962082,Chest and lungs burn. Eyes burn. Choking. ,"Rotten eggs, burning chemical.",5,15104
1529962117,Smeezing,Industrial,3,15206
1529964754,,,1,15213
1529972344,"Eye irritation, headache","Woodsmoke, wood burning",3,15224
1529986358,It woke ne up.  Nauseating,Skunky,4,15218
1530011175,,,2,15206
1530011582,,,1,15218
1530013195,,,1,15206
1530014123,,,1,15217
1530019997,Chest and lungs burn. Choking. Cant breathe. ,Rotten eggs.,5,15104
1530023726,Throat breathing ,Burning,2,15218
1530029881,,Helicopter exhaust ,5,15201
1530033194,,,1,15217
1530042144,,Acrid industrial,3,15207
1530044221,,Sulfur. Winds from SE.,3,15218
1530045247,Headache ,Sulphuric gross death,5,15219
1530047494,,Rotten egg metal industrial sulfur ,3,15222
1530047607,,,3,15219
1530054452,,Rotten eggs,3,15201
1530059115,Nasal passage invasion. Wooziness. Throat irritation. ,Strong putrid sulphur,5,15217
1530059960,,,3,15224
1530071956,,Skunk,3,15218
1530094729,Congestion and coughing,Rotten eggs,4,15104
1530106398,,Far from fresh air this morning. Every so often can smell acrid ET plumage. VOCs are transiant. Winds generally from SE.,2,15218
1530111652,,,1,15221
1530114223,,Coal-Tar odor. Winds out of South last several hours.,3,15218
1530128086,,,1,15213
1530133739,,Industrial,5,15104
1530136993,"Head congestion, productive cough, ears ",Sulfur ,3,15218
1530140720,,Burning rubber,4,15218
1530143692,,Sulfur!!!,5,15221
1530144157,"Eye irritation, coughing","Woodsmoke, charcoal ",3,15224
1530186415,,Chemical industrial ,3,15104
1530188109,,Industrial,3,15201
1530188671,eye and sinus irritation,Diesel exhaust from morning traffic added to humid air,3,15218
1530191322,,Industrial ,2,15217
1530198143,Chest and lungs burn.,Rotten eggs.,5,15104
1530203245,,Industrial,3,15201
1530227795,,,1,15217
1530228943,Irritation,McConway & Torley,5,15201
1530238580,,,1,15201
1530264550,,Sulfur and rotten eggs ,3,15217
1530264908,,Rotten eggs,4,15206
1530266552,,"Sewage, rotten eggs ",5,15208
1530267592,Headache,Coke,5,15217
1530268281,,"Sewer pipe like, so very high humidity and sulfur. Winds out of SSE. PM, CO2 & VOC levels are all much higher than normal.",3,15218
1530268455,,,5,15217
1530268900,Smelled inside overnight and now. Eyes burning. Life shortened. ,Sulphur SMOKE,5,15218
1530269457,Nasal passage burning ,Industrial ,4,15213
1530269969,,,4,15219
1530270044,,,1,15206
1530270227,Eye and sinus irritation ,Industrial ,5,15104
1530271718,,Rotten eggs,4,15206
1530271828,,Industrial,3,15206
1530271957,Sneezing,"Sulfur, industrial",5,15206
1530272285,,Sulfur,3,15218
1530272391,,,3,15221
1530272469,Sore throat,Asphalt industrial,4,15207
1530272500,,Diesel,3,15217
1530272849,,Factory smell,3,15218
1530273151,Throat irritation,"Smoke, industrial",3,15232
1530273264,,Diesel exhaust ,5,15206
1530273328,,"Toxic, sulphuric ",4,15208
1530273427,Cant breathe,Industrial ,4,15218
1530273469,Sore throat,Exhaust,5,15218
1530273525,,,4,15224
1530273717,"Headache, clearing my throat a lot",Sulfurous ,4,15217
1530273732,,Burning Coal. First time I've seen outdoor CO2 levels exceed 600PPM No wind last two hours.,4,15218
1530273792,Irritated nasal passage,Industrial,5,15224
1530273962,,Industrial,5,15217
1530273991,"Headaches, sore throat, fatigue","Sulfur, diesel",3,15221
1530274061,"Headache, throat irritation ","Rotten, industrial ",5,15206
1530274061,Headache ,Chemical... maybe the coal burning power plant in cheawich. ,4,15206
1530274312,,The usual.,3,15217
1530274321,,Sulfur,5,15218
1530274388,,Industrial pollution. ,5,15206
1530274510,,,4,15217
1530274527,,,4,15213
1530274805,Headache,Industrial ,3,15221
1530274835,,Industrial ,3,15206
1530274974,"Sore throat, asthma, anxiety ",Burning sulfur,5,15221
1530274989,,Industrial,4,15221
1530275324,,"Industrial, sulfur",3,15224
1530275615,,Burning rubber,3,15208
1530276090,,Industrial sulfur metal ,3,15206
1530276165,Throat ,Industrial ,5,15206
1530276179,,Industrial ,5,15218
1530276240,,Acrid,2,15206
1530276516,,Industrial ,4,15206
1530276533,,"Industrial, rotten eggs",3,15232
1530276607,,industrial,3,15232
1530277060,Sore throat and difficult breathing,Acrid ,5,15217
1530277165,,Industrial,4,15201
1530278170,,,3,15206
1530278252,,,2,15224
1530281676,Coughing,Chemical! ,4,15218
1530281765,,Industrial,2,15218
1530284383,,Most of the really bad air has moved out.  Breathing easier.,2,15218
1530285590,,"Rotten eggs, coal",3,15217
1530286881,,,2,15218
1530287343,,Industrial ,3,15206
1530291265,,,1,15232
1530291266,,,1,15232
1530293758,Just smells gross,Industrial - like burning tires,4,15222
1530298248,,,4,15222
1530299149,,Industrial,4,15201
1530305272,,Burning rubber,4,15201
1530306815,,Sulfurous,3,15219
1530307373,,Industrial,4,15201
1530315860,,Industrial,5,15218
1530318995,Headache ,Sour ,3,15213
1530319935,,industrial,4,15213
1530337391,,Industrial,4,15208
1530339481,"Dry eyes, disturbed sleep",Sulfur ,3,15218
1530340970,,Steel mills,5,15217
1530343203,"Dry eyes, sleep disruption, irritability, stuffy nose",Sulfur ,4,15218
1530351400,Insomnia,"Industrial, rotten eggs",5,15208
1530353830,,Sulphurous,3,15206
1530354112,,,4,15217
1530355791,,"Industrial, gritty, heavy",4,15218
1530358241,"Sore throat, phlegm stuck in throat, scratchy eyes",,4,15217
1530358334,"Congestion, irritated eyes and throat","Industrial, as always.",3,15217
1530358483,Stuffy nose and throat ,"Sooty, slightly acrid",4,15217
1530358517,,"Sulphur, heavy air",3,15218
1530358559,Burning throat.,"Pervasive, acrid smell spoiling an otherwise lovely morning.",3,15217
1530359119,,Clairton ,5,15232
1530359329,,Industrial,4,15218
1530359437,,Industrial gritty,5,15218
1530359500,Bronchial irritation. Slightly nauseous. ,Sickening! Industrial. ,4,15217
1530359616,,,2,15208
1530359877,"Nose burning, headache","Industrial, smells like coal burning ",5,15208
1530360366,,,3,15217
1530360422,,Rotten eggs,4,15217
1530360635,,Sulfur,4,15206
1530360750,,industrial smell clearly poisonous ,4,15217
1530360883,,,5,15206
1530361183,,Industrial,5,15217
1530361461,,Industrial,3,15218
1530361492,Headache and throat burn,Burning trash a little metallic,4,15217
1530361526,Sneezing,"Industrial, sulfur",5,15206
1530361584,Headache ,Industrial,4,15217
1530361641,Inability to enjoy outdoors; low quality of life ,"Sulfur, industrial ",5,15206
1530361914,Throat irritation ,Sulfur,5,15218
1530362138,,Industrial,4,15217
1530362174,I can taste it in my mouth!  ,Sulphuric,4,15206
1530362372,,"Industrial, acrid.  While PM, CO2 & VOC levels are very much the same as yesterday minus the fog, the smell is not yet as bad.  Wind out of S-SSE. No air movement here though.",2,15218
1530362486,,Industrial ,4,15217
1530362528,Headache and sinus pain,Rotten egg,5,15206
1530362844,Headache,"Sulfur, industrial ",3,15224
1530362966,,Industrial,5,15206
1530363003,,,3,15208
1530363025,Sinus Congestion ,Coal or insuatrial,4,15224
1530363042,Coughing ,Rotten eggs ,5,15217
1530363166,,Industrial,4,15206
1530363316,,Surfer industrial,4,15217
1530363385,"Difficulty breathing, headache, eyes irritated","Smog, ozone, diesel, industrial ",5,15206
1530363579,,Cokeworks,5,15217
1530363718,Throat irritant ,"Coal, industrial ",5,15232
1530364578,,,5,15224
1530364792,,CLAIRTON!!!!!!! ,5,15224
1530365378,,Steel and coke making ,5,15206
1530365795,,,4,15217
1530365842,"Anger, frustration, wheezing",Cloying Industrial sulfurour stench,5,15206
1530366552,,,3,15217
1530367175,,General industrial,3,15207
1530367718,Been coughing.,,4,15208
1530367743,,Rotten eggs,3,15221
1530367977,,Industrial,4,15208
1530368440,,Sulfur ,4,15217
1530369315,,Sharp industrial smell,2,15208
1530369849,,,5,15217
1530370208,,"Sulfur, sewage?",3,15232
1530370917,,"Coal, worst has carried through neighborhood and moved on. Wind was S now SSW.",3,15218
1530370919,No symptoms ,Rotten eggs/sulfur,2,15221
1530373302,,,1,15217
1530373841,,,1,15213
1530374438,,Industrial ,4,15201
1530374462,,Eggs,4,15221
1530376501,,Rotten eggs,3,15217
1530378028,,Smells like dust and electricity.  I think they're tearing down a couple houses on 44th St.  Could be from there.,3,15201
1530382172,"Headache, fever",,5,15217
1530393815,Lung irritation,Acrid ,5,15217
1530402037,,Pizza gross,3,15213
1530406704,,Very gross. Greasy,4,15213
1530412526,Cough wheezing ,Thick  sulfur,3,15218
1530412949,,Skunk smell creaping inside. Outdoor HPM PM2.5 sensors jumped to over 80ug/m3 within minutes.,4,15218
1530413513,Pressure,Dulphur,5,15217
1530415605,,Rotten eggs. Super stinky. Astringent.,5,15217
1530419476,,Sulfurous. Probably from fireworks.,3,15218
1530422648,,Sulfur ,5,15217
1530423342,"Dry eyes, stuffy nose, nausea, sleep disruption ",Rotten eggs/sulfur ,4,15218
1530434518,,Industrial ,5,15217
1530447506,,Industrial ,5,15217
1530448183,,"Sulfur, industrial",3,15217
1530452768,,,2,15217
1530452909,Nasal irritation,Industrial/coal/sulfur,5,15206
1530453587,Lungs. Coughing. Wheezing,Industrial,4,15221
1530454543,Sore throat headache,Solvent or thinner,4,15221
1530456549,,Coke and steel making,5,15206
1530497833,,"Skunky smelling outside.  Was also skunky smelling lastnight too. Do fireworks startle skunks, I wonder?",3,15218
1530505015,,Industrial acrid,3,15207
1530505997,Nasal mucus membrane irritation,rotten eggs,4,15208
1530506782,,,3,15217
1530527176,,"industrial, some coal. Winds from S. Most air monitors not reporting, only Greensburg & Florence.",3,15218
1530527272,,Muggy factory odor,3,15218
1530530378,Tight throat,Industrial + smog,3,15218
1530543934,"sore throat, irritated sinuses, stuffy nose, constant mild headache",Diesel fumes and humidity,4,15218
1530556771,,,2,15206
1530562553,,,1,15232
1530570182,,Eggs,3,15218
1530609592,,,1,15221
1530616378,,"Acrid industrial coal. Just once, I'd like to be greeted with fresh air in the morning. Is that too much to ask?",3,15218
1530636621,Difficulty breathing ,Industrial,4,15201
1530639918,,Homestead has exhaust odors,2,15217
1530661303,,,1,15232
1530661916,,"Rotten eggs and exhaust. Air is full of visible particles, looks dusty. ",4,15219
1530663363,,,5,15217
1530663753,,Rotten eggs ,4,15213
1530670968,,,3,15219
1530676772,,Rotten Eggs,4,15221
1530697619,,,1,15218
1530714456,Cough,Not really a smell but not fresh either,2,15217
1530731163,Not around long enough to notice,Acrod,4,15217
