EpochTime,3.feed_26.OZONE_PPM,3.feed_26.PM25B_UG_M3,3.feed_26.PM10B_UG_M3,3.feed_26.SONICWS_MPH,3.feed_26.SONICWD_DEG,3.feed_26.SIGTHETA_DEG
1523608200,,8.0,12.0,7.3,198.0,20.2
1523611800,,8.0,22.0,8.2,215.0,18.2
1523615400,,18.0,26.0,8.2,216.0,18.5
1523619000,,16.0,23.0,10.3,212.0,17.9
1523622600,,12.0,30.0,12.2,213.0,16.8
1523626200,,18.0,30.0,11.3,216.0,20.1
1523629800,,20.0,34.0,12.3,230.0,20.7
1523633400,,19.0,27.0,11.7,229.0,20.3
1523637000,,14.0,27.0,10.7,235.0,21.7
1523640600,,19.0,31.0,10.9,231.0,22.7
1523644200,,15.0,36.0,11.7,210.0,21.3
1523647800,0.065,19.0,24.0,13.5,220.0,21.1
1523651400,0.063,17.0,26.0,11.2,229.0,22.2
1523655000,0.061,16.0,24.0,12.0,230.0,18.1
1523658600,0.061,12.0,25.0,11.1,233.0,18.7
1523662200,0.059000000000000004,11.0,23.0,9.2,248.0,18.1
1523665800,0.054000000000000006,8.0,23.0,5.1,244.0,16.5
1523669400,0.051,16.0,24.0,4.8,236.0,14.0
1523673000,0.047,15.0,34.0,3.7,264.0,20.0
1523676600,0.036000000000000004,23.0,40.0,2.8,203.0,39.2
1523680200,0.011000000000000001,20.0,48.0,0.9,114.0,45.6
1523683800,0.004,26.0,46.0,1.0,28.0,62.8
1523687400,0.008,27.0,45.0,1.5,21.0,42.4
1523691000,0.003,25.0,44.0,0.9,47.0,52.5
1523694600,0.003,23.0,38.0,0.8,24.0,53.1
1523698200,0.002,28.0,31.0,1.1,12.0,45.2
1523701800,0.001,22.0,37.0,1.1,14.0,42.3
1523705400,0.002,22.0,41.0,1.1,12.0,34.5
1523709000,0.011000000000000001,23.0,62.0,1.7,355.0,55.3
1523712600,0.045,21.0,34.0,3.8,178.0,27.2
1523716200,0.055,21.0,26.0,7.8,216.0,23.7
1523719800,0.057,16.0,20.0,8.8,231.0,22.0
1523723400,0.059000000000000004,20.0,22.0,8.1,214.0,26.1
1523727000,0.06,18.0,22.0,9.0,208.0,26.0
1523730600,0.062,17.0,16.0,7.8,189.0,24.7
1523734200,0.063,10.0,22.0,7.1,191.0,28.9
1523737800,0.062,10.0,20.0,5.8,196.0,22.0
1523741400,0.057999999999999996,11.0,20.0,6.5,241.0,19.1
1523745000,0.055999999999999994,15.0,22.0,7.4,255.0,18.4
1523748600,0.052000000000000005,12.0,27.0,6.6,260.0,19.5
1523752200,0.049,15.0,21.0,7.1,290.0,18.3
1523755800,0.039,14.0,25.0,4.6,342.0,17.1
1523759400,0.037000000000000005,10.0,22.0,3.0,6.0,34.6
1523763000,0.036000000000000004,17.0,17.0,3.3,351.0,30.2
1523766600,0.032,13.0,23.0,4.6,331.0,15.3
1523770200,0.027000000000000003,16.0,18.0,3.4,348.0,19.4
1523773800,0.024,8.0,16.0,3.0,341.0,18.2
1523777400,0.025,8.0,12.0,2.9,8.0,22.7
1523781000,0.025,10.0,7.0,4.5,41.0,23.1
1523784600,0.024,9.0,12.0,4.4,47.0,25.6
1523788200,0.023,8.0,13.0,5.9,52.0,23.0
1523791800,0.022000000000000002,11.0,13.0,5.1,45.0,25.4
1523795400,0.021,14.0,12.0,4.3,38.0,24.1
1523799000,0.022000000000000002,13.0,16.0,3.3,30.0,24.0
1523802600,0.027999999999999997,16.0,20.0,3.5,50.0,36.8
1523806200,0.039,15.0,20.0,8.0,108.0,22.7
1523809800,0.040999999999999995,16.0,19.0,7.7,107.0,26.6
1523813400,0.044000000000000004,16.0,27.0,9.2,112.0,24.0
1523817000,0.044000000000000004,22.0,30.0,10.3,116.0,23.0
1523820600,0.040999999999999995,15.0,28.0,10.8,109.0,24.1
1523824200,0.037000000000000005,12.0,20.0,10.7,97.0,23.5
1523827800,0.032,10.0,18.0,10.5,91.0,22.9
1523831400,0.027999999999999997,10.0,8.0,7.4,97.0,21.7
1523835000,0.027000000000000003,10.0,8.0,8.5,108.0,24.8
1523838600,0.027999999999999997,9.0,2.0,10.5,119.0,24.4
1523842200,0.028999999999999998,5.0,0.0,9.3,98.0,26.4
1523845800,0.03,3.0,1.0,7.4,80.0,26.6
1523849400,0.03,2.0,2.0,4.7,103.0,51.7
1523853000,0.03,3.0,1.0,5.0,46.0,29.9
1523856600,0.028999999999999998,4.0,0.0,3.8,66.0,38.1
1523860200,0.028999999999999998,4.0,-1.0,4.2,76.0,30.0
1523863800,0.028999999999999998,2.0,0.0,6.4,79.0,34.0
1523867400,0.028999999999999998,4.0,0.0,5.0,94.0,25.2
1523871000,0.026000000000000002,7.0,0.0,2.2,279.0,48.7
1523874600,0.027999999999999997,5.0,2.0,9.8,292.0,17.0
1523878200,0.028999999999999998,6.0,0.0,10.4,291.0,16.1
1523881800,0.025,6.0,3.0,7.9,285.0,17.1
1523885400,0.025,8.0,3.0,9.0,278.0,19.7
1523889000,0.025,5.0,4.0,11.1,270.0,19.4
1523892600,0.027999999999999997,6.0,3.0,11.6,262.0,17.9
1523896200,0.034,7.0,4.0,10.6,260.0,21.2
1523899800,0.033,8.0,9.0,9.6,250.0,22.0
1523903400,0.038,7.0,6.0,11.8,255.0,20.4
1523907000,0.04,6.0,8.0,12.0,261.0,21.6
1523910600,0.039,7.0,6.0,13.5,277.0,19.7
1523914200,0.037000000000000005,6.0,3.0,12.7,262.0,20.1
1523917800,0.037000000000000005,5.0,1.0,11.4,276.0,19.0
1523921400,0.036000000000000004,7.0,1.0,11.1,273.0,21.5
1523925000,0.034,6.0,-1.0,9.0,269.0,21.8
1523928600,0.033,5.0,0.0,7.9,269.0,22.9
1523932200,0.035,3.0,2.0,10.9,257.0,19.0
1523935800,0.033,3.0,1.0,9.9,251.0,19.2
1523939400,0.033,7.0,4.0,8.8,255.0,20.2
1523943000,0.033,6.0,11.0,10.4,245.0,19.9
1523946600,0.032,6.0,10.0,9.7,249.0,18.5
1523950200,0.031,5.0,5.0,9.8,244.0,17.1
1523953800,0.031,5.0,9.0,9.2,251.0,18.6
1523957400,0.031,4.0,6.0,9.4,253.0,18.5
1523961000,0.027999999999999997,6.0,11.0,9.0,255.0,18.5
1523964600,0.03,5.0,7.0,8.5,271.0,21.4
1523968200,0.03,6.0,5.0,9.9,248.0,19.9
1523971800,0.032,6.0,7.0,11.0,246.0,16.5
1523975400,0.034,4.0,10.0,11.2,242.0,20.0
1523979000,0.036000000000000004,4.0,13.0,11.7,247.0,21.5
1523982600,0.034,2.0,8.0,10.7,245.0,18.7
1523986200,0.035,7.0,16.0,10.6,241.0,22.9
1523989800,0.040999999999999995,7.0,7.0,9.8,262.0,21.3
1523993400,0.042,5.0,6.0,12.7,264.0,24.3
1523997000,0.044000000000000004,4.0,2.0,13.5,283.0,18.6
1524000600,0.042,2.0,5.0,10.3,278.0,18.9
1524004200,0.040999999999999995,4.0,10.0,11.8,280.0,20.0
1524007800,0.039,9.0,7.0,9.3,267.0,19.9
1524011400,0.038,6.0,12.0,7.7,257.0,20.9
1524015000,0.038,8.0,14.0,7.9,261.0,20.2
1524018600,0.036000000000000004,8.0,11.0,6.8,256.0,18.3
1524022200,0.035,7.0,14.0,5.7,262.0,20.4
1524025800,0.033,7.0,11.0,4.8,267.0,21.0
1524029400,0.033,8.0,10.0,5.3,267.0,21.4
1524033000,0.034,9.0,7.0,5.1,262.0,19.5
1524036600,0.034,5.0,6.0,5.1,257.0,20.0
1524040200,0.034,3.0,4.0,4.2,272.0,19.0
1524043800,0.027000000000000003,6.0,9.0,3.8,268.0,19.9
1524047400,0.024,9.0,14.0,4.4,272.0,20.7
1524051000,0.024,7.0,15.0,5.1,258.0,21.6
1524054600,0.026000000000000002,8.0,18.0,4.9,251.0,26.1
1524058200,0.032,9.0,13.0,5.1,242.0,36.5
1524061800,0.035,10.0,22.0,6.2,238.0,26.5
1524065400,0.036000000000000004,12.0,31.0,4.5,274.0,44.5
1524069000,0.038,13.0,23.0,5.2,246.0,40.1
1524072600,0.04,13.0,14.0,5.4,252.0,51.9
1524076200,0.042,9.0,8.0,4.6,248.0,44.1
1524079800,0.043,8.0,13.0,3.2,277.0,69.9
1524083400,0.045,7.0,15.0,3.6,240.0,55.6
1524087000,0.044000000000000004,10.0,17.0,3.0,306.0,35.1
1524090600,0.042,11.0,18.0,2.4,13.0,32.9
1524094200,0.038,9.0,27.0,2.4,339.0,20.7
1524097800,0.037000000000000005,9.0,17.0,2.1,18.0,31.5
1524101400,0.033,8.0,15.0,2.5,27.0,21.3
1524105000,0.035,7.0,13.0,3.7,28.0,23.4
1524108600,0.033,16.0,18.0,3.7,356.0,27.3
1524112200,0.027000000000000003,13.0,13.0,2.5,357.0,36.8
1524115800,0.028999999999999998,13.0,9.0,2.5,332.0,34.4
1524119400,0.031,9.0,8.0,3.5,29.0,20.9
1524123000,0.027999999999999997,7.0,9.0,3.7,330.0,18.6
1524126600,0.026000000000000002,10.0,8.0,3.5,323.0,30.7
1524130200,0.024,12.0,12.0,3.9,322.0,19.7
1524133800,0.025,10.0,6.0,8.2,290.0,17.1
1524137400,0.027000000000000003,8.0,,9.5,312.0,19.7
1524141000,0.03,7.0,4.0,9.1,308.0,20.2
1524144600,0.032,6.0,5.0,10.5,269.0,33.2
1524148200,0.037000000000000005,3.0,6.0,10.7,306.0,14.5
1524151800,0.040999999999999995,4.0,10.0,12.3,311.0,15.9
1524155400,0.044000000000000004,5.0,6.0,11.2,304.0,17.3
1524159000,0.044000000000000004,7.0,13.0,10.1,306.0,17.1
1524162600,0.044000000000000004,9.0,8.0,11.4,289.0,20.0
1524166200,0.047,8.0,11.0,12.5,303.0,17.5
1524169800,0.05,8.0,9.0,12.7,300.0,17.9
1524173400,0.053,11.0,11.0,12.5,308.0,16.8
1524177000,0.053,11.0,11.0,11.3,308.0,15.4
1524180600,0.053,7.0,15.0,8.4,317.0,15.3
1524184200,0.048,8.0,16.0,4.8,318.0,12.8
1524187800,0.045,9.0,19.0,6.3,317.0,12.9
1524191400,0.05,7.0,10.0,10.5,316.0,15.5
1524195000,0.049,10.0,9.0,9.4,321.0,13.8
1524198600,0.047,8.0,9.0,6.7,328.0,14.2
1524202200,0.046,8.0,10.0,5.2,305.0,13.5
1524205800,0.040999999999999995,7.0,10.0,4.4,271.0,19.5
1524209400,0.038,7.0,9.0,4.6,258.0,21.4
1524213000,0.033,10.0,10.0,3.2,276.0,27.2
1524216600,0.025,,12.0,3.6,267.0,18.9
1524220200,0.016,9.0,18.0,3.6,260.0,18.5
1524223800,0.021,9.0,21.0,4.1,268.0,22.7
1524227400,0.033,8.0,23.0,6.3,300.0,20.4
1524231000,0.039,6.0,18.0,5.9,312.0,21.3
1524234600,0.044000000000000004,5.0,11.0,7.7,305.0,24.2
1524238200,0.046,5.0,17.0,9.1,321.0,22.0
1524241800,0.049,5.0,11.0,8.8,301.0,26.2
1524245400,0.051,3.0,21.0,9.9,314.0,20.6
1524249000,0.054000000000000006,3.0,21.0,10.0,313.0,23.8
1524252600,0.054000000000000006,4.0,17.0,9.2,317.0,25.8
1524256200,0.055,4.0,9.0,10.7,310.0,20.0
1524259800,0.055,5.0,7.0,10.1,313.0,19.9
1524263400,0.055,7.0,11.0,9.4,320.0,17.0
1524267000,0.053,4.0,14.0,8.1,324.0,16.2
1524270600,0.049,4.0,11.0,6.7,332.0,14.2
1524274200,0.047,6.0,10.0,6.1,341.0,15.4
1524277800,0.043,7.0,16.0,4.2,345.0,17.7
1524281400,0.037000000000000005,7.0,18.0,2.2,325.0,35.6
1524285000,0.022000000000000002,12.0,27.0,1.2,333.0,33.6
1524288600,0.01,10.0,25.0,1.1,14.0,40.7
1524292200,0.008,16.0,22.0,0.8,349.0,25.9
1524295800,0.005,9.0,18.0,1.3,4.0,16.3
1524299400,0.009000000000000001,7.0,17.0,1.2,359.0,18.1
1524303000,0.006,10.0,13.0,1.5,3.0,19.4
1524306600,0.002,8.0,23.0,0.7,332.0,38.4
1524310200,0.004,9.0,34.0,1.4,358.0,17.4
1524313800,0.01,14.0,36.0,1.2,341.0,36.6
1524317400,0.028999999999999998,10.0,15.0,2.4,333.0,35.1
1524321000,0.044000000000000004,8.0,13.0,2.6,1.0,62.5
1524324600,0.048,8.0,10.0,2.9,35.0,78.8
1524328200,0.05,6.0,12.0,4.4,334.0,32.3
1524331800,0.053,6.0,31.0,3.5,312.0,59.9
1524335400,0.052000000000000005,6.0,25.0,3.4,51.0,58.3
1524339000,0.054000000000000006,7.0,16.0,3.2,246.0,57.9
1524342600,0.057999999999999996,6.0,13.0,2.9,331.0,44.8
1524346200,0.055999999999999994,8.0,11.0,3.3,261.0,34.5
1524349800,0.054000000000000006,9.0,13.0,2.5,256.0,51.2
1524353400,0.057,6.0,13.0,2.9,330.0,23.5
1524357000,0.05,10.0,6.0,1.7,299.0,17.1
1524360600,0.038,16.0,23.0,1.1,346.0,16.3
1524364200,0.022000000000000002,26.0,44.0,0.9,350.0,13.7
1524367800,0.02,25.0,43.0,1.1,337.0,27.3
1524371400,0.037000000000000005,17.0,24.0,1.9,24.0,20.0
1524375000,0.032,23.0,31.0,1.8,5.0,27.0
1524378600,0.021,19.0,30.0,1.6,17.0,27.2
1524382200,0.02,14.0,29.0,2.0,7.0,36.7
1524385800,0.039,9.0,15.0,4.0,39.0,28.3
1524389400,0.035,10.0,13.0,2.0,25.0,28.9
1524393000,0.033,8.0,14.0,1.6,8.0,46.0
1524396600,0.039,6.0,11.0,3.8,38.0,37.0
1524400200,0.043,5.0,13.0,6.8,49.0,23.4
1524403800,0.046,6.0,12.0,6.1,45.0,26.9
1524407400,0.048,5.0,10.0,6.0,48.0,30.2
1524411000,0.052000000000000005,8.0,37.0,6.0,40.0,31.8
1524414600,0.054000000000000006,8.0,13.0,5.8,44.0,34.5
1524418200,0.057,8.0,8.0,4.8,31.0,44.8
1524421800,0.06,8.0,9.0,4.6,58.0,53.2
1524425400,0.063,8.0,8.0,5.0,19.0,42.8
1524429000,0.064,10.0,11.0,5.0,35.0,39.9
1524432600,0.065,8.0,11.0,5.5,32.0,38.8
1524436200,0.065,5.0,14.0,5.2,54.0,32.4
1524439800,0.064,3.0,13.0,4.7,52.0,21.8
1524443400,0.059000000000000004,2.0,9.0,2.7,49.0,19.7
1524447000,0.054000000000000006,8.0,13.0,4.8,75.0,21.8
1524450600,0.05,8.0,13.0,5.4,79.0,18.2
1524454200,0.052000000000000005,7.0,11.0,6.2,80.0,19.3
1524457800,0.052000000000000005,14.0,9.0,3.8,78.0,26.6
1524461400,0.047,12.0,5.0,3.6,80.0,30.2
1524465000,0.032,18.0,16.0,2.3,32.0,33.8
1524468600,0.038,12.0,17.0,2.6,30.0,13.5
1524472200,0.027999999999999997,11.0,16.0,2.2,31.0,15.2
1524475800,0.019,10.0,26.0,2.1,17.0,12.8
1524479400,0.006999999999999999,13.0,27.0,2.2,18.0,12.8
1524483000,0.004,17.0,50.0,2.3,353.0,16.7
1524486600,0.013000000000000001,17.0,50.0,2.4,1.0,23.0
1524490200,0.045,12.0,35.0,5.6,101.0,50.4
1524493800,0.052000000000000005,11.0,57.0,7.0,113.0,26.5
1524497400,0.055999999999999994,12.0,23.0,9.5,118.0,24.0
1524501000,0.059000000000000004,11.0,23.0,9.9,124.0,25.1
1524504600,0.059000000000000004,12.0,43.0,10.9,130.0,23.6
1524508200,0.059000000000000004,12.0,19.0,10.9,130.0,23.8
1524511800,0.059000000000000004,10.0,18.0,10.3,131.0,22.2
1524515400,0.057999999999999996,7.0,19.0,10.8,134.0,20.4
1524519000,0.055999999999999994,5.0,17.0,9.8,139.0,21.8
1524522600,0.055999999999999994,7.0,13.0,9.5,135.0,18.8
1524526200,0.052000000000000005,6.0,17.0,9.5,140.0,17.8
1524529800,0.052000000000000005,6.0,16.0,7.3,144.0,20.4
1524533400,0.051,10.0,16.0,7.4,132.0,20.0
1524537000,0.051,8.0,19.0,6.9,122.0,24.7
1524540600,0.049,5.0,12.0,6.4,120.0,23.4
1524544200,0.049,6.0,11.0,5.5,106.0,25.1
1524547800,0.044000000000000004,8.0,11.0,3.7,90.0,27.2
1524551400,0.044000000000000004,7.0,6.0,4.3,84.0,30.4
1524555000,0.048,8.0,3.0,5.6,84.0,21.6
1524558600,0.048,7.0,2.0,4.9,87.0,25.4
1524562200,0.047,8.0,10.0,4.8,74.0,24.8
1524565800,0.043,6.0,18.0,4.2,74.0,24.6
1524569400,0.04,6.0,17.0,4.5,84.0,24.0
1524573000,0.040999999999999995,7.0,13.0,5.3,78.0,21.3
1524576600,0.038,11.0,13.0,2.7,51.0,37.4
1524580200,0.040999999999999995,8.0,12.0,4.4,71.0,29.6
1524583800,0.043,9.0,11.0,4.6,68.0,32.2
1524587400,0.044000000000000004,9.0,9.0,3.7,65.0,44.3
1524591000,0.045,6.0,12.0,7.2,83.0,19.6
1524594600,0.044000000000000004,2.0,18.0,7.9,84.0,18.7
1524598200,0.044000000000000004,3.0,14.0,7.3,90.0,23.6
1524601800,0.043,6.0,4.0,6.6,81.0,22.6
1524605400,0.043,8.0,1.0,6.3,77.0,21.7
1524609000,0.042,7.0,2.0,4.1,67.0,36.0
1524612600,0.038,5.0,3.0,2.2,42.0,48.6
1524616200,0.037000000000000005,5.0,6.0,3.2,69.0,36.5
1524619800,0.038,5.0,7.0,3.0,61.0,40.8
1524623400,0.04,7.0,5.0,2.5,42.0,35.2
1524627000,0.037000000000000005,5.0,4.0,1.9,15.0,30.0
1524630600,0.036000000000000004,4.0,8.0,2.1,16.0,22.3
1524634200,0.034,5.0,9.0,1.8,11.0,30.2
1524637800,0.033,4.0,10.0,1.5,11.0,41.7
1524641400,0.031,3.0,8.0,1.7,5.0,22.3
1524645000,0.027000000000000003,8.0,8.0,2.0,4.0,21.0
1524648600,0.02,8.0,9.0,1.3,0.0,18.7
1524652200,0.009000000000000001,9.0,28.0,1.6,0.0,15.4
1524655800,0.013000000000000001,10.0,18.0,1.7,14.0,24.6
1524659400,0.026000000000000002,8.0,7.0,1.9,32.0,52.0
1524663000,0.028999999999999998,5.0,8.0,2.2,0.0,29.2
1524666600,0.034,4.0,7.0,1.7,330.0,62.4
1524670200,0.036000000000000004,4.0,9.0,3.7,314.0,51.2
1524673800,0.039,3.0,8.0,5.1,313.0,24.7
1524677400,0.035,7.0,12.0,7.0,288.0,18.0
1524681000,0.037000000000000005,6.0,9.0,6.4,297.0,17.4
1524684600,0.039,4.0,7.0,7.3,283.0,18.0
1524688200,0.039,3.0,5.0,7.8,290.0,15.9
1524691800,0.040999999999999995,5.0,2.0,11.6,307.0,15.5
1524695400,0.040999999999999995,7.0,3.0,10.8,313.0,15.4
1524699000,0.05,7.0,5.0,11.6,312.0,15.7
1524702600,0.052000000000000005,8.0,5.0,9.5,296.0,17.4
1524706200,0.051,7.0,7.0,8.9,304.0,17.6
1524709800,0.052000000000000005,5.0,4.0,7.7,301.0,14.2
1524713400,0.05,7.0,6.0,4.7,304.0,14.9
1524717000,0.049,8.0,9.0,4.8,301.0,14.8
1524720600,0.046,7.0,6.0,5.1,294.0,12.1
1524724200,0.044000000000000004,8.0,4.0,6.3,306.0,14.1
1524727800,0.04,6.0,4.0,4.4,309.0,15.9
1524731400,0.037000000000000005,6.0,3.0,5.1,316.0,16.1
1524735000,0.039,4.0,3.0,7.4,304.0,18.1
1524738600,0.034,3.0,6.0,4.4,299.0,16.8
1524742200,0.03,4.0,10.0,3.8,299.0,20.9
1524745800,0.03,4.0,17.0,3.8,318.0,20.7
1524749400,0.031,4.0,18.0,2.0,292.0,60.9
1524753000,0.032,3.0,19.0,3.7,200.0,57.5
1524756600,0.035,8.0,10.0,3.6,224.0,72.2
1524760200,0.04,6.0,8.0,5.8,210.0,41.3
1524763800,0.043,5.0,8.0,4.7,235.0,53.5
1524767400,0.047,8.0,8.0,5.0,235.0,49.0
1524771000,0.049,9.0,5.0,5.1,259.0,47.7
1524774600,0.05,6.0,9.0,4.8,299.0,46.5
1524778200,0.053,7.0,7.0,3.6,265.0,50.9
1524781800,0.052000000000000005,8.0,6.0,2.6,249.0,54.8
1524785400,0.049,7.0,6.0,2.3,299.0,23.8
1524789000,0.04,5.0,13.0,1.3,346.0,33.2
1524792600,0.02,12.0,28.0,1.3,352.0,48.0
1524796200,0.013000000000000001,12.0,30.0,2.0,23.0,32.3
1524799800,0.012,8.0,26.0,1.1,358.0,26.5
1524803400,0.013000000000000001,8.0,20.0,1.6,3.0,17.4
1524807000,0.012,9.0,19.0,1.8,6.0,19.0
1524810600,0.01,8.0,16.0,1.5,357.0,18.8
1524814200,0.008,12.0,15.0,1.4,359.0,19.3
1524817800,0.005,9.0,20.0,1.9,14.0,22.1
1524821400,0.001,7.0,25.0,1.9,6.0,16.5
1524825000,0.001,8.0,23.0,1.7,6.0,24.6
1524828600,0.002,10.0,33.0,1.6,353.0,23.3
1524832200,0.005,14.0,32.0,1.8,348.0,26.8
1524835800,0.006999999999999999,10.0,,1.9,321.0,34.2
1524839400,0.03,,,4.5,226.0,44.2
1524843000,0.042,,16.0,6.1,228.0,22.6
1524846600,0.048,10.0,8.0,5.0,213.0,36.7
1524850200,0.055,12.0,13.0,6.3,240.0,35.6
1524853800,0.06,9.0,19.0,6.6,240.0,31.3
1524857400,0.06,7.0,16.0,4.9,237.0,36.4
1524861000,0.06,6.0,18.0,8.6,212.0,28.1
1524864600,0.059000000000000004,11.0,21.0,9.8,237.0,23.7
1524868200,0.057,9.0,12.0,6.0,278.0,25.5
1524871800,0.06,10.0,,15.3,266.0,20.7
1524875400,0.061,7.0,18.0,10.9,302.0,16.2
1524879000,0.054000000000000006,8.0,17.0,3.6,201.0,27.7
1524882600,0.05,7.0,20.0,3.7,157.0,16.9
1524886200,0.035,13.0,30.0,2.0,19.0,41.5
1524889800,0.023,12.0,21.0,1.8,13.0,45.1
1524893400,0.017,12.0,26.0,0.9,2.0,59.4
1524897000,0.009000000000000001,23.0,31.0,1.4,223.0,53.5
1524900600,0.008,21.0,29.0,1.1,231.0,69.9
1524904200,0.009000000000000001,14.0,21.0,1.7,117.0,59.1
1524907800,0.006999999999999999,14.0,22.0,1.0,127.0,61.6
1524911400,0.002,12.0,24.0,1.6,346.0,39.3
1524915000,0.002,12.0,37.0,1.8,95.0,72.5
1524918600,0.004,17.0,33.0,2.9,2.0,50.0
1524922200,0.027999999999999997,7.0,22.0,3.5,320.0,38.4
1524925800,0.04,11.0,16.0,3.2,26.0,41.2
1524929400,0.044000000000000004,11.0,17.0,3.3,302.0,37.5
1524933000,0.044000000000000004,11.0,19.0,10.5,297.0,20.7
1524936600,0.045,10.0,21.0,12.3,309.0,17.1
1524940200,0.046,6.0,11.0,12.2,310.0,19.7
1524943800,0.042,4.0,9.0,12.5,309.0,18.3
1524947400,0.035,5.0,8.0,13.5,318.0,16.0
1524951000,0.035,5.0,1.0,12.4,315.0,15.2
1524954600,0.032,6.0,,11.9,310.0,15.2
1524958200,0.033,6.0,9.0,8.9,317.0,16.7
1524961800,0.037000000000000005,5.0,8.0,10.5,320.0,15.5
1524965400,0.036000000000000004,7.0,15.0,10.3,317.0,16.4
1524969000,0.036000000000000004,10.0,14.0,5.8,298.0,17.8
1524972600,0.036000000000000004,10.0,16.0,6.9,298.0,17.2
1524976200,0.035,8.0,11.0,6.9,296.0,16.4
1524979800,0.034,8.0,9.0,7.0,297.0,16.7
1524983400,0.034,7.0,12.0,7.8,296.0,16.5
1524987000,0.034,9.0,10.0,8.5,299.0,18.2
1524990600,0.035,7.0,8.0,9.9,297.0,17.7
1524994200,0.035,4.0,6.0,9.3,308.0,14.8
1524997800,0.034,8.0,7.0,8.2,292.0,17.8
1525001400,0.034,7.0,6.0,7.8,285.0,18.5
1525005000,0.035,6.0,9.0,9.1,293.0,17.3
1525008600,0.034,6.0,8.0,8.5,300.0,17.9
1525012200,0.034,5.0,13.0,9.3,301.0,17.9
1525015800,0.034,4.0,11.0,9.8,300.0,18.7
1525019400,0.035,6.0,8.0,10.4,302.0,19.0
1525023000,0.035,6.0,9.0,7.8,303.0,21.6
1525026600,0.035,4.0,7.0,9.1,296.0,21.5
1525030200,0.037000000000000005,6.0,3.0,8.4,297.0,19.9
1525033800,0.04,5.0,10.0,9.4,296.0,19.3
1525037400,0.044000000000000004,4.0,11.0,9.4,289.0,22.8
1525041000,0.047,7.0,12.0,11.5,288.0,18.7
1525044600,0.047,6.0,8.0,9.0,287.0,17.1
1525048200,0.047,11.0,17.0,8.6,302.0,13.9
1525051800,0.047,8.0,11.0,7.3,303.0,13.2
1525055400,0.045,9.0,14.0,6.2,291.0,13.9
1525059000,0.04,10.0,14.0,4.4,268.0,14.7
1525062600,0.024,10.0,15.0,3.6,249.0,12.3
1525066200,0.013000000000000001,8.0,26.0,4.0,235.0,8.3
1525069800,0.012,6.0,16.0,2.5,226.0,16.1
1525073400,0.005,8.0,17.0,0.7,221.0,50.3
1525077000,0.0,15.0,20.0,1.1,23.0,25.4
1525080600,0.0,12.0,28.0,1.0,12.0,30.1
1525084200,0.001,15.0,30.0,1.4,11.0,14.5
1525087800,0.003,12.0,34.0,1.0,337.0,46.5
1525091400,0.01,22.0,57.0,2.9,222.0,27.1
1525095000,0.026000000000000002,14.0,37.0,3.4,218.0,28.7
1525098600,0.037000000000000005,16.0,30.0,5.9,242.0,28.2
1525102200,0.048,9.0,37.0,8.3,277.0,23.9
1525105800,0.053,7.0,33.0,11.2,277.0,26.1
1525109400,0.055999999999999994,6.0,17.0,9.1,280.0,25.0
1525113000,0.059000000000000004,8.0,21.0,11.9,278.0,21.4
1525116600,0.062,11.0,23.0,11.8,288.0,22.9
1525120200,0.065,7.0,22.0,12.0,290.0,23.3
1525123800,0.067,8.0,21.0,11.6,279.0,21.7
1525127400,0.066,11.0,21.0,11.0,291.0,19.4
1525131000,0.065,9.0,17.0,8.9,293.0,14.6
1525134600,0.06,6.0,20.0,5.5,293.0,11.1
1525138200,0.046,13.0,17.0,1.5,325.0,57.1
1525141800,0.022000000000000002,14.0,27.0,0.9,25.0,40.2
1525145400,0.012,12.0,33.0,0.5,269.0,60.4
1525149000,0.006,19.0,26.0,0.8,40.0,43.6
1525152600,0.003,16.0,22.0,0.6,41.0,59.1
1525156200,0.001,13.0,29.0,0.7,10.0,42.9
1525159800,0.001,13.0,33.0,0.5,196.0,69.5
1525163400,0.0,13.0,31.0,0.6,49.0,61.4
1525167000,0.0,12.0,37.0,1.5,17.0,13.6
1525170600,0.001,14.0,36.0,1.8,11.0,15.0
1525174200,0.003,18.0,47.0,1.0,354.0,27.3
1525177800,0.004,21.0,76.0,0.7,300.0,55.1
1525181400,0.012,20.0,117.0,2.0,215.0,37.8
1525185000,0.042,19.0,46.0,6.1,228.0,22.6
1525188600,0.06,10.0,18.0,7.5,233.0,29.3
1525192200,0.063,9.0,20.0,8.5,225.0,21.8
1525195800,0.065,7.0,16.0,8.0,241.0,23.3
1525199400,0.066,6.0,17.0,8.6,231.0,27.1
1525203000,0.068,6.0,21.0,9.0,224.0,20.2
1525206600,0.07,7.0,20.0,9.2,233.0,25.4
1525210200,0.07,6.0,17.0,9.8,237.0,20.5
1525213800,0.07,3.0,17.0,8.7,235.0,18.1
1525217400,0.067,3.0,15.0,7.8,233.0,16.5
1525221000,0.06,0.0,19.0,5.0,206.0,16.9
1525224600,0.057,0.0,22.0,5.5,189.0,15.5
1525228200,0.055999999999999994,2.0,21.0,5.7,176.0,14.4
1525231800,0.051,4.0,20.0,2.8,210.0,39.2
1525235400,0.042,8.0,22.0,1.2,68.0,59.3
1525239000,0.018000000000000002,4.0,26.0,0.8,356.0,54.6
1525242600,0.006,8.0,32.0,1.0,136.0,51.7
1525246200,0.01,15.0,21.0,1.0,31.0,43.2
