EpochTime,3.feed_23.CO_PPM,3.feed_23.PM10_UG_M3
1510983000,0.9,25.0
1510986600,0.9,26.0
1510990200,0.9,23.0
1510993800,0.8,22.0
1510997400,0.9,26.0
1511001000,0.7,21.0
1511004600,0.3,7.0
1511008200,0.5,13.0
1511011800,0.4,15.0
1511015400,0.4,14.0
1511019000,0.3,11.0
1511022600,0.3,8.0
1511026200,0.3,6.0
1511029800,0.4,7.0
1511033400,0.5,9.0
1511037000,0.3,6.0
1511040600,0.3,9.0
1511044200,0.3,11.0
1511047800,0.5,14.0
1511051400,0.3,13.0
1511055000,0.3,15.0
1511058600,0.3,4.0
1511062200,0.3,6.0
1511065800,0.2,3.0
1511069400,0.2,4.0
1511073000,0.2,5.0
1511076600,0.2,5.0
1511080200,0.2,3.0
1511083800,0.2,2.0
1511087400,0.1,3.0
1511091000,0.1,3.0
1511094600,0.1,4.0
1511098200,0.2,3.0
1511101800,0.2,4.0
1511105400,0.2,3.0
1511109000,0.2,0.0
1511112600,0.2,1.0
1511116200,0.2,2.0
1511119800,0.2,4.0
1511123400,0.2,6.0
1511127000,0.2,7.0
1511130600,0.2,5.0
1511134200,0.2,6.0
1511137800,0.2,7.0
1511141400,0.2,6.0
1511145000,0.2,4.0
1511148600,0.2,5.0
1511152200,0.2,5.0
1511155800,0.2,6.0
1511159400,0.2,6.0
1511163000,0.2,9.0
1511166600,0.2,8.0
1511170200,0.2,8.0
1511173800,0.2,8.0
1511177400,0.2,10.0
1511181000,0.2,10.0
1511184600,0.3,11.0
1511188200,0.3,15.0
1511191800,0.3,11.0
1511195400,,12.0
1511199000,0.3,6.0
1511202600,0.3,6.0
1511206200,0.3,8.0
1511209800,0.3,9.0
1511213400,0.3,10.0
1511217000,0.3,10.0
1511220600,0.3,8.0
1511224200,0.3,8.0
1511227800,0.3,8.0
1511231400,0.3,6.0
1511235000,0.3,7.0
1511238600,0.4,8.0
1511242200,0.3,7.0
1511245800,0.3,7.0
1511249400,0.3,6.0
1511253000,0.3,5.0
1511256600,0.3,6.0
1511260200,0.4,10.0
1511263800,0.5,13.0
1511267400,0.4,13.0
1511271000,0.4,14.0
1511274600,0.3,15.0
1511278200,0.3,25.0
1511281800,0.3,12.0
1511285400,0.3,10.0
1511289000,0.3,8.0
1511292600,0.3,8.0
1511296200,0.3,10.0
1511299800,0.3,12.0
1511303400,0.3,13.0
1511307000,0.4,14.0
1511310600,0.5,18.0
1511314200,0.8,25.0
1511317800,1.0,39.0
1511321400,1.0,28.0
1511325000,0.9,25.0
1511328600,0.8,22.0
1511332200,0.4,18.0
1511335800,0.3,17.0
1511339400,0.2,7.0
1511343000,0.2,3.0
1511346600,0.3,4.0
1511350200,0.3,5.0
1511353800,0.3,7.0
1511357400,0.3,7.0
1511361000,0.3,6.0
1511364600,0.3,5.0
1511368200,0.3,8.0
1511371800,0.3,9.0
1511375400,0.3,8.0
1511379000,0.3,7.0
1511382600,0.3,6.0
1511386200,0.3,9.0
1511389800,0.3,8.0
1511393400,0.3,6.0
1511397000,0.3,3.0
1511400600,0.3,4.0
1511404200,0.3,4.0
1511407800,0.3,5.0
1511411400,0.3,6.0
1511415000,0.3,7.0
1511418600,0.3,6.0
1511422200,0.4,9.0
1511425800,0.4,9.0
1511429400,0.4,10.0
1511433000,0.5,12.0
1511436600,0.6,12.0
1511440200,0.5,9.0
1511443800,0.5,8.0
1511447400,0.5,8.0
1511451000,0.3,4.0
1511454600,0.3,4.0
1511458200,0.3,3.0
1511461800,0.3,4.0
1511465400,0.3,4.0
1511469000,0.3,5.0
1511472600,0.3,5.0
1511476200,0.3,7.0
1511479800,0.4,9.0
1511483400,0.4,9.0
1511487000,0.4,8.0
1511490600,0.3,7.0
1511494200,0.3,8.0
1511497800,0.4,10.0
1511501400,0.5,10.0
1511505000,0.5,10.0
1511508600,0.4,9.0
1511512200,0.4,10.0
1511515800,0.4,9.0
1511519400,0.4,11.0
1511523000,0.6,16.0
1511526600,0.8,26.0
1511530200,0.7,33.0
1511533800,0.5,22.0
1511537400,0.5,16.0
1511541000,0.3,5.0
1511544600,0.3,6.0
1511548200,0.4,5.0
1511551800,0.3,6.0
1511555400,0.3,5.0
1511559000,0.3,6.0
1511562600,0.4,7.0
1511566200,0.4,9.0
1511569800,0.4,9.0
1511573400,0.5,11.0
1511577000,0.6,16.0
1511580600,0.8,21.0
1511584200,0.6,19.0
1511587800,0.4,8.0
1511591400,0.4,6.0
1511595000,0.4,9.0
1511598600,0.4,7.0
1511602200,0.3,8.0
1511605800,0.3,10.0
1511609400,0.3,12.0
1511613000,0.3,12.0
1511616600,0.3,13.0
1511620200,0.3,14.0
1511623800,0.3,16.0
1511627400,0.3,16.0
1511631000,0.3,16.0
1511634600,0.3,14.0
1511638200,0.3,14.0
1511641800,0.3,8.0
1511645400,0.3,7.0
1511649000,0.3,9.0
1511652600,0.3,8.0
1511656200,0.3,6.0
1511659800,0.3,7.0
1511663400,0.3,8.0
1511667000,0.3,7.0
1511670600,0.3,8.0
1511674200,0.2,6.0
1511677800,0.2,6.0
1511681400,0.2,6.0
1511685000,0.2,6.0
1511688600,0.2,4.0
1511692200,0.2,4.0
1511695800,0.2,3.0
1511699400,0.2,3.0
1511703000,0.2,3.0
1511706600,0.3,4.0
1511710200,0.3,4.0
1511713800,0.3,4.0
1511717400,0.3,3.0
1511721000,0.3,1.0
1511724600,0.3,3.0
1511728200,0.3,5.0
1511731800,0.3,5.0
1511735400,0.3,6.0
1511739000,0.3,7.0
1511742600,0.3,9.0
1511746200,0.3,9.0
1511749800,0.3,9.0
1511753400,0.3,9.0
1511757000,0.3,7.0
1511760600,0.3,7.0
1511764200,0.3,8.0
1511767800,0.3,7.0
1511771400,0.3,9.0
1511775000,0.3,9.0
1511778600,0.3,9.0
1511782200,0.4,11.0
1511785800,0.5,13.0
1511789400,0.4,13.0
1511793000,0.4,13.0
1511796600,0.4,13.0
1511800200,0.4,13.0
1511803800,0.4,13.0
1511807400,0.4,16.0
1511811000,0.4,15.0
1511814600,0.4,17.0
1511818200,0.4,19.0
1511821800,0.6,27.0
1511825400,0.9,31.0
1511829000,0.8,27.0
1511832600,0.9,26.0
1511836200,0.9,27.0
1511839800,1.0,30.0
1511843400,0.9,26.0
1511847000,0.8,27.0
1511850600,0.8,27.0
1511854200,0.8,27.0
1511857800,0.8,26.0
1511861400,0.9,33.0
1511865000,1.1,44.0
1511868600,1.2,40.0
1511872200,1.5,47.0
1511875800,1.7,60.0
1511879400,1.6,65.0
1511883000,1.2,45.0
1511886600,0.8,33.0
1511890200,0.3,8.0
1511893800,0.3,11.0
1511897400,0.3,10.0
1511901000,0.3,11.0
1511904600,0.3,11.0
1511908200,0.4,11.0
1511911800,0.4,10.0
1511915400,0.4,11.0
1511919000,0.4,10.0
1511922600,0.3,10.0
1511926200,0.4,11.0
1511929800,0.4,13.0
1511933400,0.4,9.0
1511937000,0.3,11.0
1511940600,0.3,13.0
1511944200,0.3,12.0
1511947800,0.3,14.0
1511951400,0.3,16.0
1511955000,0.4,17.0
1511958600,0.4,20.0
1511962200,0.4,21.0
1511965800,0.4,18.0
1511969400,0.3,10.0
1511973000,0.3,10.0
1511976600,0.3,9.0
1511980200,0.3,10.0
1511983800,0.3,11.0
1511987400,0.4,12.0
1511991000,0.5,17.0
1511994600,0.6,20.0
1511998200,0.5,20.0
1512001800,0.7,25.0
1512005400,0.8,31.0
1512009000,0.8,23.0
1512012600,0.7,19.0
1512016200,0.7,18.0
1512019800,0.7,18.0
1512023400,0.6,17.0
1512027000,0.6,16.0
1512030600,0.6,15.0
1512034200,0.7,18.0
1512037800,0.9,23.0
1512041400,1.1,38.0
1512045000,1.1,40.0
1512048600,1.2,42.0
1512052200,1.2,49.0
1512055800,0.9,49.0
1512059400,0.4,33.0
1512063000,0.4,33.0
1512066600,0.4,31.0
1512070200,0.4,27.0
1512073800,0.4,35.0
1512077400,0.4,35.0
1512081000,0.4,24.0
1512084600,0.4,13.0
1512088200,0.4,13.0
1512091800,0.4,10.0
1512095400,0.4,12.0
1512099000,0.4,12.0
1512102600,0.4,14.0
1512106200,0.4,14.0
1512109800,0.4,16.0
1512113400,0.4,16.0
1512117000,0.5,18.0
1512120600,0.6,17.0
1512124200,0.7,18.0
1512127800,0.7,18.0
1512131400,0.7,16.0
1512135000,0.8,22.0
1512138600,0.8,24.0
1512142200,0.6,17.0
1512145800,0.6,18.0
1512149400,0.4,10.0
1512153000,0.4,9.0
1512156600,0.4,15.0
1512160200,0.5,15.0
1512163800,0.4,13.0
1512167400,0.7,20.0
1512171000,0.8,25.0
1512174600,0.9,27.0
1512178200,0.9,30.0
1512181800,1.0,33.0
1512185400,1.0,29.0
1512189000,1.0,26.0
1512192600,0.9,26.0
1512196200,0.9,24.0
1512199800,0.8,20.0
1512203400,0.8,18.0
1512207000,0.9,21.0
1512210600,0.7,15.0
1512214200,0.8,18.0
1512217800,0.9,19.0
1512221400,0.9,17.0
1512225000,1.0,28.0
1512228600,1.1,30.0
1512232200,1.1,31.0
1512235800,0.9,25.0
1512239400,0.6,14.0
1512243000,0.5,10.0
1512246600,0.6,19.0
1512250200,0.8,25.0
1512253800,0.7,22.0
1512257400,1.0,29.0
1512261000,1.1,31.0
1512264600,1.1,28.0
1512268200,1.0,27.0
1512271800,1.2,29.0
1512275400,1.0,25.0
1512279000,1.0,26.0
1512282600,1.2,30.0
1512286200,1.2,28.0
1512289800,1.1,26.0
1512293400,1.0,24.0
1512297000,1.2,26.0
1512300600,1.2,26.0
1512304200,1.2,24.0
1512307800,1.4,30.0
1512311400,1.3,33.0
1512315000,1.4,37.0
1512318600,1.2,32.0
1512322200,0.7,16.0
1512325800,0.5,8.0
1512329400,0.4,12.0
1512333000,0.4,14.0
1512336600,0.4,13.0
1512340200,0.5,18.0
1512343800,0.8,23.0
1512347400,1.1,29.0
1512351000,1.0,28.0
1512354600,1.0,29.0
1512358200,1.1,26.0
1512361800,0.9,24.0
1512365400,0.9,21.0
1512369000,1.0,25.0
1512372600,1.0,26.0
1512376200,1.0,26.0
1512379800,1.0,31.0
1512383400,1.1,25.0
1512387000,1.2,29.0
1512390600,1.3,35.0
1512394200,1.4,40.0
1512397800,1.4,46.0
1512401400,1.3,44.0
1512405000,,40.0
1512408600,0.4,23.0
1512412200,0.2,11.0
1512415800,0.3,14.0
1512419400,0.3,17.0
1512423000,0.4,19.0
1512426600,0.5,26.0
1512430200,0.3,18.0
1512433800,0.2,15.0
1512437400,0.2,15.0
1512441000,0.2,15.0
1512444600,0.2,11.0
1512448200,0.2,10.0
1512451800,0.2,11.0
1512455400,0.2,10.0
1512459000,0.2,11.0
1512462600,0.2,15.0
1512466200,0.2,9.0
1512469800,0.2,7.0
1512473400,0.2,12.0
1512477000,0.2,13.0
1512480600,0.2,12.0
1512484200,0.2,12.0
1512487800,0.2,8.0
1512491400,0.2,8.0
1512495000,0.2,12.0
1512498600,0.2,7.0
1512502200,0.2,6.0
1512505800,0.1,8.0
1512509400,0.2,9.0
1512513000,0.2,2.0
1512516600,0.2,0.0
1512520200,0.2,11.0
1512523800,0.1,0.0
1512527400,0.1,2.0
1512531000,0.1,5.0
1512534600,0.1,5.0
1512538200,0.1,3.0
1512541800,0.1,4.0
1512545400,0.1,4.0
1512549000,0.1,4.0
1512552600,0.1,4.0
1512556200,0.1,5.0
1512559800,0.2,7.0
1512563400,0.2,8.0
1512567000,0.2,8.0
1512570600,0.2,9.0
1512574200,0.2,7.0
1512577800,0.2,6.0
1512581400,0.2,6.0
1512585000,0.2,7.0
1512588600,0.2,7.0
1512592200,0.2,8.0
1512595800,0.3,9.0
1512599400,0.3,8.0
1512603000,0.2,9.0
1512606600,0.2,9.0
1512610200,0.2,9.0
1512613800,0.2,9.0
1512617400,0.2,7.0
1512621000,0.2,7.0
1512624600,0.2,5.0
1512628200,0.2,4.0
1512631800,0.2,5.0
1512635400,0.2,5.0
1512639000,0.2,6.0
1512642600,0.2,6.0
1512646200,0.2,6.0
1512649800,0.2,7.0
1512653400,0.2,7.0
1512657000,0.2,9.0
1512660600,0.2,10.0
1512664200,0.2,8.0
1512667800,0.2,6.0
1512671400,0.2,9.0
1512675000,0.3,11.0
1512678600,0.3,9.0
1512682200,0.3,9.0
1512685800,0.2,8.0
1512689400,0.2,13.0
1512693000,0.2,7.0
1512696600,0.2,6.0
1512700200,0.2,5.0
1512703800,0.2,4.0
1512707400,0.2,4.0
1512711000,0.2,5.0
1512714600,0.2,5.0
1512718200,0.2,5.0
1512721800,0.2,5.0
1512725400,0.2,6.0
1512729000,0.2,9.0
1512732600,0.2,7.0
1512736200,0.2,10.0
1512739800,0.2,11.0
1512743400,0.2,9.0
1512747000,0.2,11.0
1512750600,0.2,8.0
1512754200,0.2,6.0
1512757800,0.2,9.0
1512761400,0.2,9.0
1512765000,0.2,9.0
1512768600,0.2,9.0
1512772200,0.2,11.0
1512775800,0.2,10.0
1512779400,0.2,10.0
1512783000,0.2,10.0
1512786600,0.2,10.0
1512790200,0.2,10.0
1512793800,0.2,10.0
1512797400,0.2,9.0
1512801000,0.2,9.0
1512804600,0.2,9.0
1512808200,0.2,10.0
1512811800,0.2,7.0
1512815400,0.2,8.0
1512819000,0.2,8.0
1512822600,0.2,8.0
1512826200,0.2,9.0
1512829800,0.2,9.0
1512833400,0.2,5.0
1512837000,0.2,3.0
1512840600,0.2,5.0
1512844200,0.2,6.0
1512847800,0.2,6.0
1512851400,0.2,8.0
1512855000,0.2,9.0
1512858600,0.2,13.0
1512862200,0.2,14.0
1512865800,0.2,13.0
1512869400,0.2,9.0
1512873000,0.2,12.0
1512876600,0.3,13.0
1512880200,0.2,8.0
1512883800,0.2,9.0
1512887400,0.2,11.0
1512891000,0.2,12.0
1512894600,0.2,10.0
1512898200,0.2,11.0
1512901800,0.2,12.0
1512905400,0.2,12.0
1512909000,0.2,13.0
1512912600,0.2,10.0
1512916200,0.2,7.0
1512919800,0.2,7.0
1512923400,0.2,8.0
1512927000,0.2,6.0
1512930600,0.2,5.0
1512934200,0.2,6.0
1512937800,0.2,5.0
1512941400,0.2,6.0
1512945000,0.2,7.0
1512948600,0.2,6.0
1512952200,0.2,6.0
1512955800,0.2,6.0
1512959400,0.2,6.0
1512963000,0.2,5.0
1512966600,0.1,6.0
1512970200,0.1,7.0
1512973800,0.2,7.0
1512977400,0.2,9.0
1512981000,0.1,9.0
1512984600,0.2,10.0
1512988200,0.2,14.0
1512991800,0.2,13.0
1512995400,0.2,13.0
1512999000,0.2,10.0
1513002600,0.2,
1513006200,0.2,11.0
1513009800,0.3,18.0
1513013400,0.2,15.0
1513017000,0.2,17.0
1513020600,0.3,20.0
1513024200,0.2,17.0
1513027800,0.3,18.0
1513031400,0.3,19.0
1513035000,0.3,17.0
1513038600,0.4,24.0
1513042200,0.4,21.0
1513045800,0.4,19.0
1513049400,0.5,20.0
1513053000,0.4,21.0
1513056600,0.4,19.0
1513060200,0.2,12.0
1513063800,0.2,12.0
1513067400,0.2,16.0
1513071000,0.2,19.0
1513074600,0.2,21.0
1513078200,0.2,17.0
1513081800,0.2,13.0
1513085400,0.3,10.0
1513089000,0.3,8.0
1513092600,0.2,13.0
1513096200,0.2,3.0
1513099800,0.2,23.0
1513103400,0.2,34.0
1513107000,0.2,10.0
1513110600,0.2,10.0
1513114200,0.2,11.0
1513117800,0.2,5.0
1513121400,0.2,4.0
1513125000,0.2,11.0
1513128600,0.2,3.0
1513132200,0.2,2.0
1513135800,0.2,3.0
1513139400,0.2,4.0
1513143000,0.2,3.0
1513146600,0.2,6.0
1513150200,0.2,6.0
1513153800,0.2,6.0
1513157400,0.2,9.0
1513161000,0.1,15.0
1513164600,0.2,22.0
1513168200,0.2,31.0
1513171800,0.2,23.0
1513175400,0.2,25.0
1513179000,0.2,25.0
1513182600,0.2,20.0
1513186200,0.2,20.0
1513189800,0.2,22.0
1513193400,0.3,14.0
1513197000,0.2,13.0
1513200600,0.2,11.0
1513204200,0.2,4.0
1513207800,0.2,6.0
1513211400,0.2,8.0
1513215000,0.2,8.0
1513218600,0.2,17.0
1513222200,0.2,8.0
1513225800,0.2,7.0
1513229400,0.2,7.0
1513233000,0.2,10.0
1513236600,0.2,11.0
1513240200,0.2,11.0
1513243800,0.2,10.0
1513247400,0.2,12.0
1513251000,0.2,13.0
1513254600,0.2,12.0
1513258200,0.2,14.0
1513261800,0.3,16.0
1513265400,0.2,9.0
1513269000,0.3,6.0
1513272600,0.3,10.0
1513276200,0.2,8.0
1513279800,0.3,15.0
1513283400,0.3,14.0
1513287000,0.3,22.0
1513290600,0.3,34.0
1513294200,0.3,36.0
1513297800,0.4,44.0
1513301400,0.5,33.0
1513305000,0.7,27.0
1513308600,0.7,24.0
1513312200,0.6,20.0
1513315800,0.7,20.0
1513319400,0.7,19.0
1513323000,0.6,18.0
1513326600,0.6,17.0
1513330200,0.6,18.0
1513333800,0.7,20.0
1513337400,0.8,24.0
1513341000,0.8,29.0
1513344600,0.9,32.0
1513348200,0.9,36.0
1513351800,0.6,43.0
1513355400,0.4,42.0
1513359000,0.3,28.0
1513362600,0.3,24.0
1513366200,0.3,25.0
1513369800,0.3,24.0
1513373400,0.3,22.0
1513377000,0.3,19.0
1513380600,0.3,17.0
1513384200,0.3,15.0
1513387800,0.3,15.0
1513391400,0.3,13.0
1513395000,0.3,13.0
1513398600,0.3,18.0
1513402200,0.2,16.0
1513405800,0.2,14.0
1513409400,0.2,14.0
1513413000,0.2,11.0
1513416600,0.2,10.0
1513420200,0.2,12.0
1513423800,0.2,11.0
1513427400,0.2,11.0
1513431000,0.2,9.0
1513434600,0.2,14.0
1513438200,0.2,18.0
1513441800,0.2,22.0
1513445400,0.2,24.0
1513449000,0.2,25.0
1513452600,0.3,25.0
1513456200,0.3,24.0
1513459800,0.3,27.0
1513463400,0.3,28.0
1513467000,0.5,40.0
1513470600,0.9,52.0
1513474200,1.0,38.0
1513477800,1.1,39.0
1513481400,1.1,33.0
1513485000,1.1,30.0
1513488600,1.0,24.0
1513492200,1.1,25.0
1513495800,1.0,24.0
1513499400,1.0,22.0
1513503000,1.0,24.0
1513506600,0.9,25.0
1513510200,0.9,22.0
1513513800,1.0,20.0
1513517400,1.0,29.0
1513521000,1.1,28.0
1513524600,1.2,35.0
1513528200,1.1,46.0
1513531800,0.9,75.0
1513535400,0.3,33.0
1513539000,0.3,36.0
1513542600,0.3,30.0
1513546200,0.3,25.0
1513549800,0.3,18.0
1513553400,0.3,14.0
1513557000,0.3,13.0
1513560600,0.3,11.0
1513564200,0.3,9.0
1513567800,0.2,11.0
1513571400,0.2,12.0
1513575000,0.2,11.0
1513578600,0.2,10.0
1513582200,0.2,12.0
1513585800,0.2,11.0
1513589400,0.2,10.0
1513593000,0.3,11.0
1513596600,0.3,11.0
1513600200,0.3,11.0
1513603800,0.3,11.0
1513607400,0.2,11.0
1513611000,0.3,11.0
1513614600,0.3,13.0
1513618200,0.3,14.0
1513625400,0.3,
1513629000,0.3,
1513632600,0.3,
1513636200,0.3,
1513639800,0.3,3.0
1513643400,0.2,3.0
1513647000,0.2,6.0
1513650600,0.2,4.0
1513654200,0.2,1.0
1513657800,0.2,0.0
1513661400,0.2,1.0
1513665000,0.2,2.0
1513668600,0.2,3.0
1513672200,0.2,2.0
1513675800,0.2,3.0
1513679400,0.2,4.0
1513683000,0.2,7.0
1513686600,0.3,11.0
1513690200,0.3,11.0
1513693800,0.3,14.0
1513697400,0.3,15.0
1513701000,0.3,16.0
1513704600,0.3,16.0
1513708200,0.3,18.0
1513711800,0.3,17.0
1513715400,0.3,19.0
1513719000,0.3,21.0
1513722600,0.3,20.0
1513726200,0.3,20.0
1513729800,0.3,18.0
1513733400,0.2,17.0
1513737000,0.2,18.0
1513740600,0.2,17.0
1513744200,0.2,17.0
1513747800,0.3,14.0
1513751400,0.2,13.0
1513755000,0.3,13.0
1513758600,0.3,13.0
1513762200,0.3,12.0
1513765800,0.3,17.0
1513769400,0.3,19.0
1513773000,0.3,20.0
1513776600,0.4,26.0
1513780200,0.3,25.0
1513783800,0.3,14.0
1513787400,0.3,10.0
1513791000,0.3,4.0
1513794600,0.3,8.0
1513798200,0.3,10.0
1513801800,0.3,12.0
1513805400,0.4,18.0
1513809000,0.4,23.0
1513812600,0.5,23.0
1513816200,0.4,21.0
1513819800,0.4,18.0
1513823400,0.3,12.0
1513827000,0.3,9.0
1513830600,0.3,9.0
1513834200,0.3,9.0
1513837800,0.3,7.0
1513841400,0.3,7.0
1513845000,0.3,7.0
1513848600,0.4,8.0
1513852200,0.4,9.0
1513855800,0.4,10.0
1513859400,0.5,17.0
1513863000,0.5,19.0
1513866600,0.4,10.0
1513870200,0.3,9.0
1513873800,0.3,9.0
1513877400,0.4,12.0
1513881000,0.4,16.0
1513884600,0.4,18.0
1513888200,0.4,17.0
1513891800,0.4,16.0
1513895400,0.4,17.0
1513899000,0.4,17.0
1513902600,0.4,15.0
1513906200,0.4,13.0
1513909800,0.4,15.0
1513913400,0.5,24.0
1513917000,0.6,22.0
1513920600,0.6,21.0
1513924200,0.5,16.0
1513927800,0.5,17.0
1513931400,0.5,19.0
1513935000,0.4,15.0
1513938600,0.3,13.0
1513942200,0.3,11.0
1513945800,0.3,10.0
1513949400,0.3,10.0
1513953000,0.3,12.0
1513956600,0.3,11.0
1513960200,0.3,9.0
1513963800,0.3,10.0
1513967400,0.3,11.0
1513971000,0.3,16.0
1513974600,0.3,14.0
1513978200,0.4,13.0
1513981800,0.4,14.0
1513985400,0.4,14.0
1513989000,0.3,15.0
1513992600,0.3,14.0
1513996200,0.3,13.0
1513999800,0.4,13.0
1514003400,0.4,9.0
1514007000,0.3,5.0
1514010600,0.3,7.0
1514014200,0.3,7.0
1514017800,0.3,6.0
1514021400,0.3,4.0
1514025000,0.3,5.0
1514028600,0.3,5.0
1514032200,0.3,6.0
1514035800,0.3,6.0
1514039400,0.4,7.0
1514043000,0.5,2.0
1514046600,0.4,1.0
1514050200,0.3,2.0
1514053800,0.3,4.0
1514057400,0.3,4.0
1514061000,0.3,7.0
1514064600,0.4,7.0
1514068200,0.4,8.0
1514071800,0.4,7.0
1514075400,0.3,6.0
1514079000,0.3,5.0
1514082600,0.3,5.0
1514086200,0.3,5.0
1514089800,0.3,4.0
1514093400,0.3,6.0
1514097000,0.3,8.0
1514100600,0.3,4.0
1514104200,0.3,4.0
1514107800,0.3,6.0
1514111400,0.3,8.0
1514115000,0.3,9.0
1514118600,0.3,7.0
1514122200,0.4,9.0
1514125800,0.4,8.0
1514129400,0.3,6.0
1514133000,0.3,5.0
1514136600,0.4,4.0
1514140200,0.3,5.0
1514143800,0.3,6.0
1514147400,0.3,8.0
1514151000,0.3,8.0
1514154600,0.3,5.0
1514158200,0.3,7.0
1514161800,0.3,7.0
1514165400,0.3,7.0
1514169000,0.3,4.0
1514172600,0.3,3.0
1514176200,0.3,2.0
1514179800,0.3,2.0
1514183400,0.3,6.0
1514187000,0.3,6.0
1514190600,0.3,14.0
1514194200,0.3,7.0
1514197800,0.3,7.0
1514201400,0.3,6.0
1514205000,0.2,5.0
1514208600,0.2,6.0
1514212200,0.2,5.0
1514215800,0.2,5.0
1514219400,0.3,2.0
1514223000,0.3,4.0
1514226600,0.3,8.0
1514230200,0.3,15.0
1514233800,0.2,17.0
1514237400,0.3,15.0
1514241000,0.2,14.0
1514244600,0.2,13.0
1514248200,0.3,16.0
1514251800,0.2,16.0
1514255400,0.2,15.0
1514259000,0.2,12.0
1514262600,0.2,11.0
1514266200,0.2,8.0
1514269800,0.2,7.0
1514273400,0.2,6.0
1514277000,0.2,7.0
1514280600,0.2,9.0
1514284200,0.2,14.0
1514287800,0.2,22.0
1514291400,0.2,24.0
1514295000,0.2,21.0
1514298600,0.2,19.0
1514302200,0.2,15.0
1514305800,0.2,14.0
1514309400,0.2,13.0
1514313000,0.2,16.0
1514316600,0.2,15.0
1514320200,0.2,16.0
1514323800,0.2,16.0
1514327400,0.2,16.0
1514331000,0.2,16.0
1514334600,0.2,11.0
1514338200,0.2,9.0
1514341800,0.2,12.0
1514345400,0.1,9.0
1514349000,0.2,11.0
1514352600,0.1,7.0
1514356200,0.1,7.0
1514359800,0.2,14.0
1514363400,0.2,23.0
1514367000,0.2,37.0
1514370600,0.2,64.0
1514374200,0.2,54.0
1514377800,0.2,42.0
1514381400,0.2,33.0
1514385000,0.2,28.0
1514388600,0.2,25.0
1514392200,0.2,22.0
1514395800,0.2,20.0
1514399400,0.2,21.0
1514403000,0.2,25.0
1514406600,0.2,30.0
1514410200,0.2,25.0
1514413800,0.2,23.0
1514417400,0.2,19.0
1514421000,0.2,15.0
1514424600,0.2,13.0
1514428200,0.2,14.0
1514431800,0.2,15.0
1514435400,0.2,13.0
1514439000,0.2,10.0
1514442600,0.2,10.0
1514446200,0.1,9.0
1514449800,0.1,9.0
1514453400,0.2,10.0
1514457000,0.2,13.0
1514460600,0.2,14.0
1514464200,0.3,19.0
1514467800,0.3,20.0
1514471400,0.3,22.0
1514475000,0.3,25.0
1514478600,0.3,36.0
1514482200,0.3,33.0
1514485800,0.2,26.0
1514489400,0.2,26.0
1514493000,0.2,20.0
1514496600,0.2,21.0
1514500200,0.3,17.0
1514503800,0.3,16.0
1514507400,0.3,21.0
1514511000,0.3,22.0
1514514600,0.3,20.0
1514518200,0.3,21.0
1514521800,0.2,13.0
1514525400,0.1,7.0
1514529000,0.2,7.0
1514532600,0.1,7.0
1514536200,0.1,9.0
1514539800,0.2,9.0
1514543400,0.2,15.0
1514547000,0.2,22.0
1514550600,0.2,19.0
1514554200,0.2,22.0
1514557800,0.2,20.0
1514561400,0.2,22.0
1514565000,0.2,19.0
1514568600,0.2,20.0
1514572200,0.2,20.0
1514575800,0.2,25.0
1514579400,0.2,20.0
1514583000,0.2,19.0
1514586600,0.3,22.0
1514590200,0.2,17.0
1514593800,0.2,18.0
1514597400,0.2,16.0
1514601000,0.2,18.0
1514604600,0.3,17.0
1514608200,0.2,13.0
1514611800,0.3,11.0
1514615400,0.2,10.0
1514619000,0.2,10.0
1514622600,0.2,9.0
1514626200,0.2,8.0
1514629800,0.2,9.0
1514633400,0.2,13.0
1514637000,0.2,11.0
1514640600,0.2,10.0
1514644200,0.2,9.0
1514647800,0.2,8.0
1514651400,0.2,7.0
1514655000,0.2,8.0
1514658600,0.2,7.0
1514662200,0.2,10.0
1514665800,0.2,14.0
1514669400,0.2,11.0
1514673000,0.2,10.0
1514676600,0.2,17.0
1514680200,0.1,8.0
1514683800,0.1,10.0
1514687400,0.1,6.0
1514691000,0.1,7.0
1514694600,0.1,6.0
1514698200,0.1,5.0
1514701800,0.1,7.0
1514705400,0.1,7.0
1514709000,0.1,7.0
1514712600,0.1,6.0
1514716200,0.1,5.0
1514719800,0.1,8.0
1514723400,0.1,9.0
1514727000,0.2,8.0
1514730600,0.2,9.0
1514734200,0.2,9.0
1514737800,0.2,9.0
1514741400,0.2,8.0
1514745000,0.2,6.0
1514748600,0.1,8.0
1514752200,0.1,7.0
1514755800,0.1,6.0
1514759400,0.1,7.0
1514763000,0.1,8.0
1514766600,0.2,10.0
1514770200,0.2,10.0
1514773800,0.3,14.0
1514777400,0.2,9.0
1514781000,0.2,7.0
1514784600,0.2,8.0
1514788200,0.2,8.0
1514791800,0.2,9.0
1514795400,0.1,9.0
1514799000,0.1,10.0
1514802600,0.2,10.0
1514806200,0.2,10.0
1514809800,0.1,9.0
1514813400,0.1,10.0
1514817000,0.2,11.0
1514820600,0.3,11.0
1514824200,0.2,7.0
1514827800,0.2,9.0
1514831400,0.2,11.0
1514835000,0.2,13.0
1514838600,0.2,12.0
1514842200,0.1,8.0
1514845800,0.2,9.0
1514849400,0.1,6.0
1514853000,0.1,8.0
