EpochTime,3.feed_29.PM10_UG_M3,3.feed_29.PM25_UG_M3
1521073800,6.0,4.0
1521077400,7.0,4.0
1521081000,5.0,4.0
1521084600,6.0,4.0
1521088200,7.0,5.0
1521091800,7.0,3.0
1521095400,8.0,5.0
1521099000,5.0,4.0
1521102600,9.0,5.0
1521106200,20.0,9.0
1521109800,14.0,6.0
1521113400,14.0,7.0
1521117000,16.0,7.0
1521120600,14.0,5.0
1521127800,15.0,3.0
1521131400,10.0,4.0
1521135000,15.0,5.0
1521138600,12.0,5.0
1521142200,12.0,5.0
1521145800,11.0,5.0
1521149400,11.0,4.0
1521153000,16.0,7.0
1521156600,9.0,7.0
1521160200,7.0,5.0
1521163800,6.0,3.0
1521167400,8.0,4.0
1521171000,8.0,4.0
1521174600,5.0,3.0
1521178200,5.0,4.0
1521181800,10.0,7.0
1521185400,7.0,5.0
1521189000,3.0,3.0
1521192600,4.0,4.0
1521196200,8.0,6.0
1521199800,10.0,6.0
1521203400,9.0,5.0
1521207000,14.0,5.0
1521210600,9.0,5.0
1521214200,7.0,4.0
1521217800,8.0,4.0
1521221400,5.0,3.0
1521225000,7.0,3.0
1521228600,8.0,3.0
1521232200,10.0,4.0
1521235800,6.0,3.0
1521239400,9.0,5.0
1521243000,12.0,7.0
1521246600,17.0,8.0
1521250200,14.0,6.0
1521253800,16.0,7.0
1521257400,13.0,6.0
1521261000,11.0,7.0
1521264600,14.0,7.0
1521268200,12.0,6.0
1521271800,9.0,6.0
1521275400,36.0,19.0
1521279000,28.0,18.0
1521282600,23.0,12.0
1521286200,12.0,9.0
1521289800,23.0,11.0
1521293400,18.0,10.0
1521297000,38.0,22.0
1521300600,41.0,23.0
1521304200,28.0,12.0
1521307800,15.0,7.0
1521311400,14.0,7.0
1521315000,17.0,6.0
1521318600,12.0,4.0
1521322200,7.0,3.0
1521325800,18.0,8.0
1521329400,12.0,6.0
1521333000,13.0,7.0
1521336600,15.0,8.0
1521340200,15.0,9.0
1521343800,12.0,8.0
1521347400,11.0,7.0
1521351000,10.0,5.0
1521354600,52.0,30.0
1521358200,89.0,49.0
1521361800,64.0,33.0
1521365400,85.0,47.0
1521369000,95.0,49.0
1521372600,84.0,43.0
1521376200,84.0,49.0
1521379800,44.0,25.0
1521383400,17.0,7.0
1521387000,8.0,3.0
1521390600,3.0,1.0
1521394200,1.0,0.0
1521397800,2.0,0.0
1521401400,3.0,0.0
1521405000,7.0,2.0
1521408600,7.0,2.0
1521412200,8.0,3.0
1521415800,7.0,4.0
1521419400,8.0,4.0
1521423000,8.0,4.0
1521426600,79.0,37.0
1521430200,93.0,47.0
1521433800,108.0,58.0
1521437400,40.0,23.0
1521441000,51.0,28.0
1521444600,99.0,51.0
1521448200,54.0,28.0
1521451800,29.0,18.0
1521455400,20.0,11.0
1521459000,40.0,15.0
1521462600,34.0,12.0
1521466200,24.0,8.0
1521469800,10.0,2.0
1521473400,7.0,3.0
1521477000,10.0,2.0
1521480600,13.0,4.0
1521484200,12.0,
1521487800,11.0,
1521491400,9.0,
1521495000,13.0,
1521498600,10.0,-2.0
1521502200,13.0,-1.0
1521505800,11.0,-1.0
1521509400,10.0,-1.0
1521513000,11.0,0.0
1521516600,12.0,1.0
1521520200,12.0,1.0
1521523800,13.0,1.0
1521527400,8.0,0.0
1521531000,10.0,0.0
1521534600,12.0,1.0
1521538200,9.0,0.0
1521541800,10.0,1.0
1521545400,17.0,2.0
1521549000,19.0,3.0
1521552600,14.0,1.0
1521556200,12.0,2.0
1521559800,11.0,2.0
1521563400,12.0,2.0
1521567000,7.0,1.0
1521570600,2.0,0.0
1521574200,3.0,0.0
1521577800,5.0,0.0
1521581400,7.0,1.0
1521585000,7.0,2.0
1521588600,3.0,1.0
1521592200,4.0,2.0
1521595800,4.0,2.0
1521599400,6.0,2.0
1521603000,7.0,2.0
1521606600,4.0,1.0
1521610200,2.0,0.0
1521613800,5.0,2.0
1521617400,7.0,2.0
1521621000,6.0,2.0
1521624600,2.0,1.0
1521628200,3.0,1.0
1521631800,5.0,1.0
1521635400,6.0,2.0
1521639000,2.0,2.0
1521642600,4.0,2.0
1521646200,6.0,3.0
1521649800,5.0,2.0
1521653400,5.0,2.0
1521657000,2.0,2.0
1521660600,6.0,6.0
1521664200,6.0,5.0
1521667800,8.0,5.0
1521671400,9.0,4.0
1521675000,4.0,4.0
1521678600,6.0,4.0
1521682200,8.0,4.0
1521685800,5.0,3.0
1521689400,6.0,3.0
1521693000,8.0,3.0
1521696600,4.0,3.0
1521700200,9.0,3.0
1521703800,7.0,2.0
1521707400,8.0,4.0
1521711000,7.0,5.0
1521714600,9.0,4.0
1521718200,7.0,5.0
1521721800,7.0,4.0
1521725400,6.0,2.0
1521729000,7.0,3.0
1521732600,7.0,3.0
1521736200,3.0,2.0
1521739800,4.0,2.0
1521743400,4.0,1.0
1521747000,4.0,2.0
1521750600,6.0,3.0
1521754200,7.0,3.0
1521757800,8.0,3.0
1521761400,9.0,5.0
1521765000,8.0,4.0
1521768600,6.0,3.0
1521772200,10.0,5.0
1521775800,13.0,5.0
1521779400,6.0,4.0
1521783000,11.0,5.0
1521786600,9.0,5.0
1521790200,7.0,3.0
1521793800,7.0,5.0
1521797400,31.0,18.0
1521801000,14.0,8.0
1521804600,26.0,16.0
1521808200,68.0,33.0
1521811800,16.0,8.0
1521815400,13.0,2.0
1521819000,,1.0
1521822600,,3.0
1521826200,11.0,2.0
1521829800,7.0,4.0
1521833400,8.0,3.0
1521837000,9.0,3.0
1521840600,8.0,4.0
1521844200,8.0,4.0
1521847800,5.0,4.0
1521851400,7.0,4.0
1521855000,9.0,5.0
1521858600,8.0,5.0
1521862200,9.0,5.0
1521865800,5.0,3.0
1521869400,5.0,4.0
1521873000,6.0,3.0
1521876600,7.0,4.0
1521880200,4.0,4.0
1521883800,8.0,4.0
1521887400,6.0,4.0
1521891000,9.0,6.0
1521894600,9.0,3.0
1521898200,11.0,5.0
1521901800,14.0,4.0
1521905400,9.0,3.0
1521909000,11.0,4.0
1521912600,8.0,3.0
1521916200,7.0,2.0
1521919800,7.0,2.0
1521923400,7.0,3.0
1521927000,7.0,3.0
1521930600,9.0,4.0
1521934200,9.0,4.0
1521937800,11.0,6.0
1521941400,8.0,4.0
1521945000,7.0,5.0
1521948600,7.0,2.0
1521952200,7.0,4.0
1521955800,8.0,4.0
1521959400,7.0,5.0
1521963000,6.0,3.0
1521966600,6.0,2.0
1521970200,5.0,4.0
1521973800,6.0,4.0
1521977400,7.0,4.0
1521981000,7.0,3.0
1521984600,8.0,2.0
1521988200,5.0,1.0
1521991800,3.0,3.0
1521995400,5.0,1.0
1521999000,3.0,2.0
1522002600,5.0,2.0
1522006200,4.0,1.0
1522009800,7.0,4.0
1522013400,7.0,4.0
1522017000,7.0,4.0
1522020600,8.0,6.0
1522024200,7.0,5.0
1522027800,9.0,7.0
1522031400,9.0,6.0
1522035000,9.0,5.0
1522038600,8.0,4.0
1522042200,7.0,5.0
1522045800,6.0,4.0
1522049400,7.0,5.0
1522053000,9.0,5.0
1522056600,9.0,5.0
1522060200,8.0,5.0
1522063800,9.0,6.0
1522067400,9.0,3.0
1522071000,10.0,4.0
1522074600,9.0,3.0
1522078200,7.0,2.0
1522081800,6.0,1.0
1522085400,8.0,3.0
1522089000,9.0,2.0
1522092600,9.0,4.0
1522096200,10.0,3.0
1522099800,9.0,3.0
1522103400,12.0,5.0
1522107000,11.0,4.0
1522110600,11.0,4.0
1522114200,10.0,5.0
1522117800,12.0,3.0
1522121400,8.0,2.0
1522125000,9.0,5.0
1522128600,10.0,3.0
1522132200,7.0,3.0
1522135800,6.0,2.0
1522139400,10.0,4.0
1522143000,10.0,5.0
1522146600,10.0,6.0
1522150200,12.0,7.0
1522153800,12.0,6.0
1522157400,10.0,6.0
1522161000,7.0,5.0
1522164600,5.0,2.0
1522168200,8.0,4.0
1522171800,3.0,2.0
1522175400,5.0,3.0
1522179000,6.0,3.0
1522182600,7.0,4.0
1522186200,9.0,6.0
1522189800,11.0,7.0
1522193400,22.0,13.0
1522197000,27.0,17.0
1522200600,30.0,19.0
1522204200,21.0,12.0
1522207800,30.0,16.0
1522211400,24.0,16.0
1522215000,21.0,18.0
1522218600,16.0,14.0
1522222200,40.0,32.0
1522225800,38.0,28.0
1522229400,41.0,27.0
1522233000,47.0,30.0
1522236600,40.0,30.0
1522240200,16.0,12.0
1522243800,27.0,22.0
1522247400,11.0,9.0
1522251000,6.0,4.0
1522254600,5.0,4.0
1522258200,12.0,8.0
1522261800,5.0,4.0
1522265400,7.0,6.0
1522269000,9.0,7.0
1522272600,11.0,8.0
1522276200,9.0,6.0
1522279800,6.0,5.0
1522283400,7.0,5.0
1522287000,6.0,6.0
1522290600,5.0,4.0
1522294200,5.0,4.0
1522297800,4.0,3.0
1522301400,5.0,3.0
1522305000,4.0,4.0
1522308600,4.0,3.0
1522312200,11.0,7.0
1522315800,33.0,19.0
1522319400,34.0,19.0
1522323000,26.0,14.0
1522326600,21.0,14.0
1522330200,22.0,14.0
1522333800,22.0,14.0
1522337400,20.0,14.0
1522341000,16.0,10.0
1522344600,20.0,14.0
1522348200,18.0,12.0
1522351800,15.0,8.0
1522355400,14.0,10.0
1522359000,15.0,9.0
1522362600,18.0,12.0
1522366200,19.0,13.0
1522369800,15.0,12.0
1522373400,9.0,7.0
1522377000,15.0,9.0
1522380600,19.0,12.0
1522384200,3.0,3.0
1522387800,2.0,2.0
1522391400,2.0,1.0
1522395000,0.0,1.0
1522398600,2.0,2.0
1522402200,4.0,2.0
1522405800,3.0,2.0
1522409400,2.0,2.0
1522413000,2.0,3.0
1522416600,4.0,3.0
1522420200,6.0,4.0
1522423800,5.0,4.0
1522427400,4.0,3.0
1522431000,4.0,4.0
1522434600,6.0,5.0
1522438200,7.0,2.0
1522441800,6.0,5.0
1522445400,7.0,5.0
1522449000,10.0,5.0
1522452600,8.0,5.0
1522456200,6.0,5.0
1522459800,7.0,5.0
1522463400,9.0,5.0
1522467000,12.0,8.0
1522470600,11.0,7.0
1522474200,24.0,13.0
1522477800,47.0,28.0
1522481400,69.0,42.0
1522485000,54.0,35.0
1522488600,34.0,25.0
1522492200,53.0,36.0
1522495800,22.0,18.0
1522499400,6.0,4.0
1522503000,5.0,2.0
1522506600,10.0,2.0
1522510200,16.0,11.0
1522513800,7.0,4.0
1522517400,11.0,4.0
1522521000,14.0,6.0
1522524600,9.0,3.0
1522528200,14.0,5.0
1522531800,9.0,4.0
1522535400,10.0,5.0
1522539000,16.0,8.0
1522542600,18.0,10.0
1522546200,9.0,6.0
1522549800,18.0,6.0
1522553400,6.0,3.0
1522557000,7.0,3.0
1522560600,8.0,4.0
1522564200,6.0,4.0
1522567800,7.0,4.0
1522571400,7.0,4.0
1522575000,5.0,5.0
1522578600,3.0,5.0
1522582200,7.0,7.0
1522585800,9.0,6.0
1522589400,7.0,6.0
1522593000,7.0,5.0
1522596600,6.0,3.0
1522600200,5.0,5.0
1522603800,6.0,5.0
1522607400,6.0,3.0
1522611000,5.0,3.0
1522614600,5.0,5.0
1522618200,5.0,4.0
1522621800,4.0,4.0
1522625400,5.0,4.0
1522629000,6.0,4.0
1522632600,6.0,3.0
1522636200,5.0,4.0
1522639800,11.0,6.0
1522643400,5.0,3.0
1522647000,5.0,2.0
1522650600,2.0,0.0
1522654200,4.0,3.0
1522657800,5.0,3.0
1522661400,7.0,5.0
1522665000,3.0,3.0
1522668600,6.0,5.0
1522672200,7.0,5.0
1522675800,6.0,3.0
1522679400,5.0,4.0
1522683000,5.0,4.0
1522686600,4.0,3.0
1522690200,7.0,4.0
1522693800,16.0,11.0
1522697400,11.0,8.0
1522701000,12.0,9.0
1522704600,14.0,10.0
1522708200,13.0,10.0
1522711800,10.0,9.0
1522715400,13.0,8.0
1522719000,10.0,7.0
1522722600,9.0,7.0
1522726200,10.0,8.0
1522729800,14.0,9.0
1522733400,14.0,10.0
1522737000,13.0,10.0
1522740600,14.0,10.0
1522744200,13.0,9.0
1522747800,13.0,8.0
1522751400,13.0,11.0
1522755000,13.0,11.0
1522758600,13.0,9.0
1522762200,19.0,15.0
1522765800,37.0,28.0
1522769400,35.0,28.0
1522773000,6.0,5.0
1522776600,17.0,14.0
1522780200,21.0,14.0
1522783800,13.0,9.0
1522787400,10.0,6.0
1522791000,9.0,6.0
1522794600,4.0,2.0
1522798200,6.0,4.0
1522801800,10.0,8.0
1522805400,8.0,3.0
1522809000,6.0,3.0
1522812600,13.0,9.0
1522816200,9.0,5.0
1522819800,14.0,9.0
1522823400,25.0,15.0
1522827000,15.0,8.0
1522830600,23.0,13.0
1522834200,24.0,15.0
1522837800,9.0,8.0
1522841400,6.0,5.0
1522845000,3.0,5.0
1522848600,6.0,5.0
1522852200,1.0,1.0
1522859400,6.0,5.0
1522863000,5.0,4.0
1522866600,8.0,3.0
1522870200,8.0,4.0
1522873800,6.0,5.0
1522877400,8.0,7.0
1522881000,8.0,6.0
1522884600,7.0,7.0
1522888200,7.0,5.0
1522891800,6.0,5.0
1522895400,9.0,5.0
1522899000,6.0,3.0
1522902600,4.0,3.0
1522906200,4.0,3.0
1522909800,5.0,3.0
1522913400,5.0,4.0
1522917000,5.0,3.0
1522920600,4.0,4.0
1522924200,6.0,3.0
1522927800,8.0,4.0
1522931400,8.0,5.0
1522935000,5.0,2.0
1522938600,8.0,5.0
1522942200,8.0,3.0
1522945800,4.0,3.0
1522949400,7.0,3.0
1522953000,7.0,4.0
1522956600,7.0,
1522960200,6.0,1.0
1522963800,7.0,3.0
1522967400,8.0,2.0
1522971000,9.0,2.0
1522974600,7.0,3.0
1522978200,10.0,3.0
1522981800,8.0,3.0
1522985400,10.0,5.0
1522989000,19.0,10.0
1522992600,16.0,9.0
1522996200,13.0,5.0
1522999800,10.0,4.0
1523003400,8.0,3.0
1523007000,5.0,2.0
1523010600,9.0,5.0
1523014200,14.0,5.0
1523017800,26.0,11.0
1523021400,33.0,12.0
1523025000,25.0,7.0
1523028600,13.0,4.0
1523032200,15.0,5.0
1523035800,15.0,4.0
1523039400,13.0,4.0
1523043000,13.0,3.0
1523046600,15.0,6.0
1523050200,15.0,6.0
1523053800,16.0,8.0
1523057400,12.0,7.0
1523061000,12.0,7.0
1523064600,7.0,7.0
1523068200,6.0,7.0
1523071800,4.0,4.0
1523075400,6.0,5.0
1523079000,4.0,5.0
1523082600,4.0,5.0
1523086200,4.0,5.0
1523089800,5.0,4.0
1523093400,6.0,4.0
1523097000,4.0,3.0
1523100600,6.0,4.0
1523104200,3.0,2.0
1523107800,3.0,3.0
1523111400,6.0,3.0
1523115000,5.0,3.0
1523118600,4.0,2.0
1523122200,4.0,3.0
1523125800,9.0,4.0
1523129400,7.0,4.0
1523133000,6.0,3.0
1523136600,7.0,5.0
1523140200,7.0,5.0
1523143800,5.0,6.0
1523147400,6.0,5.0
1523151000,10.0,6.0
1523154600,12.0,8.0
1523158200,23.0,14.0
1523161800,21.0,14.0
1523165400,14.0,8.0
1523169000,11.0,6.0
1523172600,11.0,7.0
1523176200,12.0,10.0
1523179800,16.0,11.0
1523183400,10.0,7.0
1523187000,11.0,6.0
1523190600,8.0,4.0
1523194200,6.0,3.0
1523197800,8.0,5.0
1523201400,8.0,6.0
1523205000,7.0,5.0
1523208600,7.0,4.0
1523212200,9.0,7.0
1523215800,9.0,6.0
1523219400,9.0,6.0
1523223000,10.0,8.0
1523226600,10.0,8.0
1523230200,8.0,9.0
1523233800,10.0,7.0
1523237400,11.0,7.0
1523241000,6.0,4.0
1523244600,5.0,4.0
1523248200,6.0,4.0
1523251800,6.0,3.0
1523255400,7.0,4.0
1523259000,6.0,4.0
1523262600,5.0,4.0
1523266200,6.0,5.0
1523269800,9.0,4.0
1523273400,10.0,5.0
1523277000,5.0,3.0
1523280600,7.0,4.0
1523284200,10.0,6.0
1523287800,11.0,7.0
1523291400,9.0,7.0
1523295000,9.0,6.0
1523298600,10.0,7.0
1523302200,9.0,7.0
1523305800,8.0,7.0
1523309400,10.0,9.0
1523313000,12.0,10.0
1523316600,12.0,11.0
1523320200,12.0,12.0
1523323800,11.0,10.0
1523327400,13.0,11.0
1523331000,13.0,11.0
1523334600,9.0,8.0
1523338200,8.0,8.0
1523341800,8.0,7.0
1523345400,8.0,7.0
1523349000,9.0,7.0
1523352600,8.0,7.0
1523356200,9.0,7.0
1523359800,10.0,5.0
1523363400,10.0,6.0
1523367000,10.0,5.0
1523370600,4.0,3.0
1523374200,9.0,6.0
1523377800,11.0,7.0
1523381400,6.0,4.0
1523385000,8.0,5.0
1523388600,8.0,5.0
1523392200,10.0,6.0
1523395800,8.0,5.0
1523399400,9.0,7.0
1523403000,13.0,9.0
1523406600,11.0,9.0
1523410200,14.0,10.0
1523413800,14.0,8.0
1523417400,30.0,13.0
1523421000,60.0,33.0
1523424600,75.0,46.0
1523428200,92.0,50.0
1523431800,75.0,37.0
1523435400,73.0,36.0
1523439000,52.0,27.0
1523442600,63.0,29.0
1523446200,38.0,19.0
1523449800,28.0,13.0
1523453400,20.0,9.0
1523457000,12.0,5.0
1523460600,9.0,4.0
1523464200,7.0,4.0
1523467800,8.0,4.0
1523471400,10.0,5.0
1523475000,10.0,3.0
1523478600,11.0,4.0
1523482200,12.0,5.0
1523485800,12.0,6.0
1523489400,11.0,6.0
1523493000,11.0,7.0
1523496600,13.0,8.0
1523500200,11.0,7.0
1523503800,11.0,8.0
1523507400,18.0,11.0
1523511000,48.0,24.0
1523514600,66.0,34.0
1523518200,54.0,29.0
1523521800,62.0,30.0
1523525400,76.0,34.0
1523529000,42.0,20.0
1523532600,23.0,12.0
1523536200,13.0,9.0
1523539800,28.0,15.0
1523543400,30.0,12.0
1523547000,26.0,8.0
1523550600,19.0,5.0
1523554200,32.0,6.0
1523557800,43.0,8.0
1523561400,51.0,11.0
1523565000,,10.0
1523568600,,10.0
1523572200,,10.0
1523575800,,9.0
1523579400,19.0,9.0
1523583000,15.0,8.0
1523586600,27.0,15.0
1523590200,45.0,21.0
1523593800,61.0,31.0
1523597400,82.0,38.0
1523601000,74.0,40.0
1523604600,93.0,50.0
1523608200,94.0,52.0
1523611800,76.0,39.0
1523615400,55.0,22.0
1523619000,35.0,16.0
1523622600,25.0,13.0
1523626200,25.0,12.0
1523629800,29.0,14.0
1523633400,33.0,16.0
1523637000,,13.0
1523640600,,14.0
1523644200,,14.0
1523647800,,15.0
1523651400,,16.0
1523655000,,12.0
1523658600,,12.0
1523662200,,12.0
1523665800,,12.0
1523669400,30.0,14.0
1523673000,72.0,34.0
1523676600,91.0,50.0
1523680200,91.0,52.0
1523683800,88.0,52.0
1523687400,63.0,38.0
1523691000,101.0,65.0
1523694600,121.0,69.0
1523698200,81.0,44.0
1523701800,64.0,36.0
1523705400,56.0,28.0
1523709000,63.0,33.0
1523712600,59.0,34.0
1523716200,44.0,23.0
1523719800,63.0,22.0
1523723400,,16.0
1523727000,,13.0
1523730600,,13.0
1523734200,,14.0
1523737800,,14.0
1523741400,,12.0
1523745000,,15.0
1523748600,,15.0
1523752200,,16.0
1523755800,,18.0
1523759400,,18.0
1523763000,14.0,15.0
1523766600,21.0,14.0
1523770200,20.0,12.0
1523773800,18.0,10.0
1523777400,14.0,7.0
1523781000,9.0,5.0
1523784600,10.0,6.0
1523788200,9.0,6.0
1523791800,9.0,6.0
1523795400,13.0,7.0
1523799000,16.0,9.0
1523802600,20.0,12.0
1523806200,19.0,11.0
1523809800,22.0,9.0
1523813400,23.0,13.0
1523817000,34.0,14.0
1523820600,30.0,16.0
1523824200,19.0,13.0
1523827800,9.0,9.0
1523831400,12.0,10.0
1523835000,2.0,0.0
1523838600,-2.0,-2.0
1523842200,-1.0,-1.0
1523845800,-2.0,-1.0
1523849400,3.0,4.0
1523853000,0.0,1.0
1523856600,0.0,-1.0
1523860200,0.0,0.0
1523863800,-4.0,
1523867400,0.0,0.0
1523871000,0.0,2.0
1523874600,5.0,2.0
1523878200,3.0,4.0
1523881800,1.0,1.0
1523885400,3.0,2.0
1523889000,1.0,2.0
1523892600,0.0,1.0
1523896200,0.0,0.0
1523899800,2.0,0.0
1523903400,1.0,2.0
1523907000,2.0,3.0
1523910600,4.0,5.0
1523914200,3.0,3.0
1523917800,3.0,3.0
1523921400,1.0,3.0
1523925000,4.0,3.0
1523928600,2.0,2.0
1523932200,2.0,3.0
1523935800,2.0,3.0
1523939400,3.0,1.0
1523943000,4.0,2.0
1523946600,4.0,3.0
1523950200,1.0,0.0
1523953800,0.0,1.0
1523957400,2.0,2.0
1523961000,3.0,1.0
1523964600,2.0,1.0
1523968200,1.0,1.0
1523971800,0.0,0.0
1523975400,3.0,1.0
1523979000,3.0,2.0
1523982600,1.0,1.0
1523986200,3.0,3.0
1523989800,3.0,2.0
1523993400,2.0,0.0
1523997000,3.0,4.0
1524000600,6.0,7.0
1524004200,6.0,4.0
1524007800,6.0,5.0
1524011400,6.0,5.0
1524015000,4.0,5.0
1524018600,4.0,4.0
1524022200,4.0,4.0
1524025800,6.0,4.0
1524029400,5.0,4.0
1524033000,8.0,8.0
1524036600,2.0,3.0
1524040200,3.0,3.0
1524043800,6.0,4.0
1524047400,7.0,4.0
1524051000,7.0,5.0
1524054600,7.0,4.0
1524058200,7.0,5.0
1524061800,6.0,2.0
1524065400,5.0,4.0
1524069000,4.0,3.0
1524072600,7.0,3.0
1524076200,8.0,4.0
1524079800,7.0,4.0
1524083400,8.0,4.0
1524087000,7.0,5.0
1524090600,11.0,8.0
1524094200,10.0,6.0
1524097800,11.0,7.0
1524101400,12.0,6.0
1524105000,11.0,5.0
1524108600,18.0,13.0
1524112200,17.0,13.0
1524115800,9.0,8.0
1524119400,7.0,5.0
1524123000,7.0,7.0
1524126600,8.0,6.0
1524130200,5.0,6.0
1524133800,12.0,9.0
1524137400,4.0,5.0
1524141000,4.0,6.0
1524144600,3.0,4.0
1524148200,4.0,3.0
1524151800,5.0,3.0
1524155400,4.0,4.0
1524159000,4.0,4.0
1524162600,6.0,5.0
1524166200,7.0,4.0
1524169800,5.0,3.0
1524173400,8.0,5.0
1524177000,10.0,7.0
1524180600,8.0,6.0
1524184200,8.0,6.0
1524187800,9.0,7.0
1524191400,7.0,5.0
1524195000,5.0,4.0
1524198600,8.0,6.0
1524202200,6.0,4.0
1524205800,6.0,4.0
1524209400,5.0,4.0
1524213000,7.0,5.0
1524216600,14.0,8.0
1524220200,8.0,5.0
1524223800,8.0,4.0
1524227400,11.0,4.0
1524231000,11.0,5.0
1524238200,8.0,3.0
1524241800,7.0,3.0
1524245400,7.0,3.0
1524249000,7.0,4.0
1524252600,6.0,2.0
1524256200,5.0,4.0
1524259800,5.0,3.0
1524263400,6.0,4.0
1524267000,5.0,6.0
1524270600,8.0,6.0
1524274200,7.0,5.0
1524277800,5.0,4.0
1524281400,6.0,5.0
1524285000,8.0,5.0
1524288600,9.0,5.0
1524292200,7.0,6.0
1524295800,10.0,9.0
1524299400,11.0,7.0
1524303000,20.0,12.0
1524306600,90.0,60.0
1524310200,81.0,48.0
1524313800,19.0,6.0
1524317400,11.0,5.0
1524321000,9.0,5.0
1524324600,5.0,1.0
1524328200,4.0,2.0
1524331800,5.0,3.0
1524335400,5.0,2.0
1524339000,11.0,6.0
1524342600,10.0,5.0
1524346200,9.0,6.0
1524349800,11.0,6.0
1524353400,11.0,9.0
1524357000,14.0,10.0
1524360600,14.0,7.0
1524364200,15.0,11.0
1524367800,17.0,13.0
1524371400,24.0,20.0
1524375000,23.0,16.0
1524378600,17.0,11.0
1524382200,18.0,12.0
1524385800,9.0,5.0
1524389400,8.0,5.0
1524393000,6.0,4.0
1524396600,8.0,4.0
1524400200,6.0,2.0
1524403800,6.0,3.0
1524407400,8.0,5.0
1524411000,9.0,4.0
1524414600,9.0,7.0
1524418200,10.0,6.0
1524421800,15.0,6.0
1524425400,,5.0
1524429000,,6.0
1524432600,,7.0
1524436200,,6.0
1524439800,,7.0
1524443400,,6.0
1524447000,,9.0
1524450600,10.0,8.0
1524454200,11.0,9.0
1524457800,12.0,9.0
1524461400,12.0,8.0
1524465000,12.0,9.0
1524468600,13.0,9.0
1524472200,12.0,9.0
1524475800,12.0,8.0
1524479400,12.0,8.0
1524483000,16.0,8.0
1524486600,13.0,8.0
1524490200,13.0,6.0
1524493800,13.0,5.0
1524497400,13.0,7.0
1524501000,14.0,6.0
1524504600,16.0,
1524511800,,5.0
1524515400,13.0,6.0
1524519000,15.0,6.0
1524522600,11.0,4.0
1524526200,12.0,6.0
1524529800,14.0,7.0
1524533400,13.0,9.0
1524537000,14.0,6.0
1524540600,16.0,9.0
1524544200,13.0,8.0
1524547800,9.0,5.0
1524551400,8.0,4.0
1524555000,7.0,4.0
1524558600,5.0,2.0
1524562200,5.0,2.0
1524565800,7.0,3.0
1524569400,10.0,6.0
1524573000,11.0,6.0
1524576600,8.0,5.0
1524580200,7.0,5.0
1524583800,6.0,5.0
1524587400,5.0,3.0
1524591000,3.0,3.0
1524594600,1.0,0.0
1524598200,1.0,1.0
1524601800,3.0,2.0
1524605400,5.0,3.0
1524609000,4.0,3.0
1524612600,5.0,3.0
1524616200,4.0,3.0
1524619800,3.0,2.0
1524623400,1.0,0.0
1524627000,2.0,1.0
1524630600,3.0,1.0
1524634200,3.0,2.0
1524637800,3.0,1.0
1524641400,4.0,1.0
1524645000,4.0,2.0
1524648600,3.0,1.0
1524652200,5.0,3.0
1524655800,5.0,2.0
1524659400,5.0,3.0
1524663000,3.0,1.0
1524666600,7.0,5.0
1524670200,11.0,7.0
1524673800,10.0,5.0
1524677400,7.0,4.0
1524681000,9.0,3.0
1524684600,8.0,5.0
1524688200,8.0,7.0
1524691800,6.0,3.0
1524695400,4.0,2.0
1524699000,4.0,1.0
1524702600,8.0,6.0
1524706200,6.0,4.0
1524709800,5.0,4.0
1524713400,4.0,3.0
1524717000,2.0,2.0
1524720600,9.0,5.0
1524724200,10.0,7.0
1524727800,14.0,9.0
1524731400,16.0,8.0
1524735000,7.0,4.0
1524738600,1.0,3.0
1524742200,8.0,1.0
1524745800,8.0,2.0
1524749400,6.0,3.0
1524753000,8.0,3.0
1524756600,9.0,4.0
1524760200,7.0,4.0
1524763800,6.0,1.0
1524767400,6.0,4.0
1524771000,4.0,2.0
1524774600,6.0,3.0
1524778200,7.0,4.0
1524781800,8.0,5.0
1524785400,12.0,6.0
1524789000,16.0,9.0
1524792600,17.0,9.0
1524796200,13.0,7.0
1524799800,24.0,12.0
1524803400,24.0,12.0
1524807000,25.0,13.0
1524810600,20.0,13.0
1524814200,23.0,13.0
1524817800,24.0,14.0
1524821400,9.0,7.0
1524825000,15.0,8.0
1524828600,20.0,9.0
1524832200,31.0,12.0
1524835800,27.0,12.0
1524839400,28.0,14.0
1524843000,12.0,4.0
1524846600,11.0,3.0
1524850200,14.0,8.0
1524853800,13.0,7.0
1524857400,13.0,7.0
1524861000,14.0,7.0
1524864600,19.0,13.0
1524868200,21.0,10.0
1524871800,31.0,14.0
1524875400,42.0,14.0
1524879000,16.0,9.0
1524882600,16.0,9.0
1524886200,18.0,9.0
1524889800,71.0,34.0
1524893400,113.0,41.0
1524897000,74.0,31.0
1524900600,70.0,33.0
1524904200,55.0,27.0
1524907800,74.0,34.0
1524911400,25.0,12.0
1524915000,22.0,12.0
1524918600,25.0,13.0
1524922200,20.0,9.0
1524925800,24.0,10.0
1524929400,25.0,10.0
1524933000,18.0,8.0
1524936600,20.0,12.0
1524940200,12.0,8.0
1524943800,6.0,5.0
1524947400,10.0,8.0
1524951000,8.0,6.0
1524954600,10.0,7.0
1524958200,8.0,11.0
1524961800,6.0,4.0
1524965400,8.0,7.0
1524969000,9.0,6.0
1524972600,8.0,6.0
1524976200,6.0,4.0
1524979800,12.0,7.0
