EpochTime,3.feed_3.SO2_PPM,3.feed_3.SONICWD_DEG,3.feed_3.SONICWS_MPH,3.feed_3.SIGTHETA_DEG
1599647400,0.0,24.0,0.6,63.7
1599651000,0.0,139.0,0.8,57.6
1599654600,0.0,26.0,1.0,47.1
1599658200,0.007,136.0,2.6,32.4
1599661800,0.008,142.0,3.5,31.1
1599665400,0.007,139.0,3.6,43.0
1599669000,0.013,135.0,3.1,53.3
1599672600,0.008,135.0,3.4,62.2
1599676200,0.005,148.0,4.2,42.4
1599679800,0.013,149.0,4.7,36.4
1599683400,0.005,173.0,3.9,49.3
1599687000,0.006,148.0,3.4,56.7
1599690600,0.01,148.0,4.1,31.7
1599694200,0.001,92.0,2.4,36.3
1599697800,0.001,64.0,2.8,19.9
1599701400,0.001,63.0,2.4,28.1
1599705000,0.0,64.0,1.5,24.4
1599708600,0.0,69.0,1.8,18.1
1599712200,0.0,21.0,1.0,45.2
1599715800,0.0,114.0,1.0,66.9
1599719400,0.0,64.0,1.1,57.3
1599723000,0.0,33.0,0.9,46.7
1599726600,0.0,66.0,0.9,78.1
1599730200,0.0,68.0,0.7,57.8
1599733800,0.0,334.0,0.7,67.5
1599737400,0.0,1.0,0.8,70.0
1599741000,0.001,358.0,0.8,60.3
1599744600,0.001,267.0,1.2,71.3
1599748200,0.004,143.0,1.8,67.4
1599751800,0.01,247.0,2.2,53.3
1599755400,0.005,287.0,2.8,46.9
1599759000,0.001,12.0,2.8,74.1
1599762600,0.001,316.0,4.1,50.4
1599766200,0.001,352.0,3.1,64.2
1599769800,0.001,0.0,4.0,57.6
1599773400,0.001,341.0,2.8,43.0
1599777000,0.001,339.0,3.5,45.3
1599780600,0.0,313.0,4.6,30.7
1599784200,0.0,311.0,3.4,29.5
1599787800,0.0,316.0,3.9,33.1
1599791400,0.0,313.0,3.9,25.0
1599795000,0.0,318.0,3.6,35.8
1599798600,0.0,336.0,2.8,40.6
1599802200,0.0,342.0,3.3,42.6
1599805800,0.0,355.0,2.9,49.8
1599809400,0.0,346.0,2.2,53.9
1599813000,0.0,322.0,1.6,43.2
1599816600,0.0,341.0,1.3,53.1
1599820200,0.0,6.0,1.5,50.2
1599823800,0.0,335.0,2.4,44.2
1599827400,0.0,316.0,2.7,34.6
1599831000,0.0,314.0,2.6,35.8
1599834600,0.0,325.0,2.7,38.0
1599838200,0.0,0.0,2.4,54.4
1599841800,0.0,15.0,2.4,70.4
1599845400,0.0,301.0,2.0,72.5
1599849000,0.0,318.0,3.3,45.3
1599852600,0.0,320.0,3.7,39.1
1599856200,0.0,3.0,3.2,39.3
1599859800,0.0,354.0,2.9,47.4
1599863400,0.0,2.0,3.1,44.5
1599867000,0.0,345.0,1.3,58.4
1599870600,0.0,350.0,0.9,51.2
1599874200,0.0,20.0,0.9,52.6
1599877800,0.0,57.0,1.2,28.8
1599881400,0.0,43.0,0.8,47.3
1599885000,0.0,44.0,1.1,45.4
1599888600,0.0,31.0,2.2,39.3
1599892200,0.0,45.0,2.0,51.8
1599895800,0.0,58.0,3.6,26.0
1599899400,0.0,63.0,5.2,18.9
1599903000,0.0,63.0,2.6,48.0
1599906600,0.0,58.0,2.3,64.8
1599910200,0.0,83.0,2.0,83.0
1599913800,0.0,88.0,1.9,75.0
1599917400,0.0,90.0,2.7,44.2
1599921000,0.001,116.0,3.3,39.1
1599924600,0.009,151.0,4.8,30.5
1599928200,0.01,153.0,5.3,29.9
1599931800,0.006,152.0,5.8,31.1
1599935400,0.012,156.0,6.2,33.9
1599939000,0.01,156.0,6.0,30.6
1599942600,0.004,146.0,5.6,35.2
1599946200,0.001,131.0,5.8,34.9
1599949800,0.0,133.0,5.6,32.4
1599953400,0.0,118.0,4.4,36.4
1599957000,0.0,120.0,4.2,35.3
1599960600,0.0,112.0,4.1,34.9
1599964200,0.0,118.0,3.6,34.6
1599967800,0.0,117.0,3.7,31.8
1599971400,0.0,115.0,3.4,37.5
1599975000,0.0,126.0,3.7,33.2
1599978600,0.001,131.0,4.5,28.4
1599982200,0.004,134.0,3.9,30.3
1599985800,0.002,124.0,3.2,35.1
1599989400,0.001,125.0,3.3,31.0
1599993000,0.001,122.0,3.0,31.8
1599996600,0.001,126.0,3.0,28.4
1600000200,0.003,145.0,2.5,28.8
1600003800,0.004,146.0,2.4,34.8
1600007400,0.001,159.0,3.6,28.8
1600011000,0.001,183.0,2.8,41.4
1600014600,0.001,226.0,2.6,48.7
1600018200,0.001,235.0,2.6,48.7
1600021800,0.001,203.0,3.3,42.2
1600025400,0.002,225.0,3.4,46.5
1600029000,0.001,241.0,3.9,40.9
1600032600,0.001,238.0,3.3,44.4
1600036200,0.0,261.0,3.5,40.7
1600039800,0.0,302.0,1.8,37.3
1600043400,0.0,10.0,1.6,30.9
1600047000,0.0,346.0,2.2,43.0
1600050600,0.0,327.0,2.5,41.8
1600054200,0.0,316.0,1.2,38.8
1600057800,0.0,54.0,1.4,33.9
1600061400,0.0,51.0,1.3,19.1
1600065000,0.0,0.0,0.6,46.5
1600068600,0.0,303.0,1.5,26.3
1600072200,0.0,310.0,2.2,25.2
1600075800,0.0,325.0,1.3,42.6
1600079400,0.0,315.0,1.5,37.5
1600083000,0.0,305.0,2.1,21.4
1600086600,0.0,320.0,2.4,46.9
1600090200,0.0,345.0,3.7,53.1
1600093800,0.0,8.0,4.5,47.7
1600097400,0.0,330.0,4.7,46.1
1600101000,0.0,318.0,6.6,35.3
1600104600,0.0,314.0,7.1,31.8
1600108200,0.0,319.0,6.7,37.6
1600111800,0.0,312.0,7.1,28.5
1600115400,0.0,332.0,5.5,43.5
1600119000,0.0,318.0,4.8,34.4
1600122600,0.0,333.0,2.9,45.0
1600126200,0.0,5.0,1.8,37.3
1600129800,0.0,351.0,1.9,38.7
1600133400,0.0,316.0,2.4,36.0
1600137000,0.0,327.0,3.7,46.7
1600140600,0.0,317.0,2.2,56.8
1600144200,0.0,350.0,1.1,74.0
1600147800,0.0,61.0,1.1,42.0
1600151400,0.0,54.0,1.2,35.7
1600155000,0.0,53.0,1.3,27.9
1600158600,0.0,52.0,1.2,31.5
1600162200,0.0,22.0,1.4,34.6
1600165800,0.0,59.0,1.2,30.6
1600169400,0.0,344.0,1.6,40.4
1600173000,0.0,33.0,1.2,85.6
1600176600,0.0,177.0,1.6,74.9
1600180200,0.0,91.0,2.3,71.0
1600183800,0.0,91.0,2.7,64.7
1600187400,0.001,106.0,2.7,70.5
1600191000,0.0,166.0,2.5,81.2
1600194600,0.003,120.0,3.3,68.9
1600198200,0.0,76.0,3.5,50.1
1600201800,0.0,123.0,2.6,59.1
1600205400,0.0,79.0,2.6,42.0
1600209000,0.0,71.0,2.4,19.1
1600212600,0.0,65.0,3.2,10.6
1600216200,0.0,61.0,2.3,23.1
1600219800,0.0,39.0,1.2,46.8
1600223400,0.0,76.0,1.6,44.3
1600227000,0.0,78.0,1.2,43.0
1600230600,0.0,47.0,0.7,61.4
1600234200,0.0,40.0,0.8,54.1
1600237800,0.001,49.0,0.6,59.8
1600241400,0.0,68.0,0.7,41.8
1600245000,0.001,91.0,0.6,50.8
1600248600,0.0,343.0,0.6,62.8
1600252200,0.0,336.0,0.5,67.0
1600255800,0.0,60.0,0.5,56.6
1600259400,0.0,301.0,0.8,57.8
1600263000,0.0,169.0,1.8,32.8
1600266600,0.007,139.0,3.4,24.8
1600270200,0.017,166.0,3.8,36.2
1600273800,0.016,168.0,3.8,37.1
1600277400,0.007,161.0,3.9,46.8
1600281000,0.006,166.0,4.3,55.1
1600284600,0.004,230.0,3.6,53.5
1600288200,0.003,210.0,3.6,43.8
1600291800,0.002,217.0,3.3,48.5
1600295400,0.002,224.0,2.6,47.2
1600299000,0.002,182.0,2.0,46.3
1600302600,0.006,110.0,1.8,49.5
1600306200,0.008,32.0,0.8,68.7
1600309800,0.009,58.0,0.7,59.5
1600313400,0.003,138.0,1.9,37.3
1600317000,0.001,139.0,1.5,29.6
1600320600,0.001,140.0,1.5,39.5
1600324200,0.001,119.0,0.8,59.7
1600327800,0.002,96.0,0.9,60.1
1600331400,0.001,125.0,1.1,52.5
1600335000,0.001,352.0,0.6,52.3
1600338600,0.0,117.0,1.0,50.6
1600342200,0.001,133.0,1.8,22.6
1600345800,0.002,150.0,2.0,26.4
1600349400,0.024,196.0,1.1,62.4
1600353000,0.015,244.0,1.5,70.1
1600356600,0.009,179.0,2.2,53.3
1600360200,0.009,255.0,2.1,58.9
1600363800,0.013,275.0,2.7,48.2
1600367400,0.008,290.0,2.5,42.0
1600371000,0.003,323.0,2.2,50.0
1600374600,0.001,8.0,3.1,45.4
1600378200,0.001,357.0,3.7,51.1
1600381800,0.001,335.0,2.4,49.8
1600385400,0.0,338.0,2.5,51.4
1600389000,0.0,317.0,2.0,53.7
1600392600,0.0,20.0,1.1,57.7
1600396200,0.0,49.0,0.9,46.9
1600399800,0.0,321.0,2.0,33.2
1600403400,0.0,310.0,2.5,25.6
1600407000,0.0,313.0,2.2,37.5
1600410600,0.0,305.0,2.3,30.1
1600414200,0.0,305.0,2.8,22.9
1600417800,0.0,309.0,3.4,20.1
1600421400,0.0,304.0,3.6,15.5
1600425000,0.0,308.0,3.3,25.7
1600428600,0.0,308.0,3.1,22.6
1600432200,0.0,331.0,2.6,48.7
1600435800,0.0,336.0,3.5,45.3
1600443000,0.0,356.0,3.5,48.8
1600446600,0.0,345.0,5.1,47.7
1600450200,,338.0,5.2,48.1
1600453800,0.0,328.0,5.6,43.7
1600457400,0.0,335.0,5.7,45.4
1600461000,0.0,340.0,4.7,48.0
1600464600,0.0,335.0,5.0,42.5
1600468200,0.0,353.0,3.2,47.0
1600471800,0.0,336.0,2.9,49.3
1600475400,0.0,321.0,3.0,40.5
1600479000,0.0,326.0,3.3,40.0
1600482600,0.0,317.0,3.0,35.8
1600486200,0.0,316.0,2.5,38.3
1600489800,0.0,311.0,1.6,40.2
1600493400,0.0,306.0,2.1,33.1
1600497000,0.0,33.0,1.1,42.8
1600500600,0.0,52.0,1.1,31.0
1600504200,0.0,46.0,1.1,35.9
1600507800,0.0,353.0,1.1,48.4
1600511400,0.0,37.0,0.8,50.5
1600515000,0.0,354.0,0.9,68.5
1600518600,0.0,54.0,1.1,72.0
1600522200,0.0,138.0,2.6,57.6
1600525800,0.0,136.0,3.8,60.3
1600529400,0.0,69.0,3.7,69.9
1600533000,0.0,50.0,3.4,77.0
1600536600,0.0,129.0,3.9,81.4
1600540200,0.0,329.0,3.8,77.5
1600543800,0.0,61.0,3.5,85.5
1600547400,0.0,36.0,3.3,63.3
1600551000,0.0,83.0,2.9,64.4
1600554600,0.0,15.0,2.2,63.1
1600558200,0.0,41.0,1.6,25.5
1600561800,0.0,53.0,1.5,30.5
1600565400,0.0,19.0,1.2,25.4
1600569000,0.0,26.0,0.6,52.3
1600572600,0.0,66.0,1.3,53.3
1600576200,0.0,50.0,1.1,39.8
1600579800,0.0,41.0,0.7,49.0
1600583400,0.0,351.0,0.9,55.2
1600587000,0.0,340.0,1.0,45.9
1600590600,0.0,332.0,1.1,48.3
1600594200,0.001,7.0,1.1,55.3
1600597800,0.0,47.0,0.9,43.3
1600601400,0.0,15.0,0.9,59.2
1600605000,0.0,57.0,1.0,55.8
1600608600,0.001,326.0,1.6,68.0
1600612200,0.001,131.0,2.4,67.4
1600615800,0.0,138.0,3.1,53.2
1600619400,0.001,58.0,3.5,85.9
1600623000,0.0,103.0,4.1,73.5
1600626600,0.0,87.0,4.3,62.0
1600630200,0.001,127.0,3.9,55.2
1600633800,0.0,86.0,2.9,75.8
1600637400,0.0,89.0,3.0,71.3
1600641000,0.0,95.0,2.1,58.2
1600644600,0.0,65.0,1.8,26.3
1600648200,0.0,55.0,3.0,16.6
1600651800,0.0,45.0,2.5,22.8
1600655400,0.001,15.0,0.9,58.1
1600659000,0.0,63.0,1.6,40.5
1600662600,0.0,55.0,1.6,65.2
1600666200,0.0,64.0,1.5,44.1
1600669800,0.0,349.0,0.8,69.2
1600673400,0.0,173.0,1.0,68.2
1600677000,0.0,146.0,1.0,61.9
1600680600,0.0,302.0,0.9,78.7
1600684200,0.0,326.0,1.1,69.8
1600687800,0.0,153.0,1.6,56.3
1600691400,0.001,92.0,0.9,62.8
1600695000,0.001,128.0,2.0,61.7
1600698600,0.008,139.0,3.8,40.3
1600702200,0.012,142.0,3.1,72.5
1600705800,0.004,124.0,3.3,78.9
1600709400,0.0,109.0,3.3,65.9
1600713000,0.001,65.0,3.3,85.2
1600716600,0.0,79.0,3.2,75.7
1600720200,0.0,104.0,3.2,55.7
1600723800,0.0,116.0,3.1,48.3
1600727400,0.0,58.0,2.3,49.6
1600731000,0.0,52.0,1.9,39.5
1600734600,0.0,60.0,4.1,15.6
1600738200,0.0,61.0,2.6,19.4
1600741800,0.0,69.0,1.9,27.6
1600745400,0.0,69.0,0.9,57.2
1600749000,0.0,45.0,0.5,60.0
1600752600,0.0,354.0,0.8,57.2
1600756200,0.0,1.0,0.5,61.5
1600759800,0.0,14.0,0.4,77.1
1600763400,0.0,36.0,0.5,71.8
1600767000,0.0,339.0,0.7,47.8
1600770600,0.0,324.0,0.8,35.3
1600774200,0.0,123.0,0.8,63.5
1600777800,0.0,101.0,1.3,43.3
1600781400,0.016,125.0,2.0,54.3
1600785000,0.021,288.0,1.9,59.6
1600788600,0.004,289.0,2.6,61.9
1600792200,0.003,256.0,3.3,47.4
1600795800,0.001,305.0,3.4,62.1
1600799400,0.001,282.0,4.0,38.8
1600803000,0.001,304.0,4.1,42.6
1600806600,0.001,293.0,5.5,26.3
1600810200,0.001,306.0,6.1,20.9
1600813800,0.001,313.0,5.0,25.7
1600817400,0.001,342.0,1.4,39.4
1600821000,0.0,57.0,1.4,21.7
1600824600,0.0,68.0,0.8,31.3
1600828200,0.0,75.0,0.9,28.9
1600831800,0.02,128.0,1.6,73.0
1600835400,0.011,126.0,1.2,32.6
1600839000,0.007,133.0,2.6,19.0
1600842600,0.015,129.0,2.8,21.6
1600846200,0.007,128.0,2.7,24.0
1600849800,0.004,133.0,2.9,23.0
1600853400,0.002,139.0,2.6,21.5
1600857000,0.002,132.0,3.0,23.4
1600860600,0.001,132.0,3.0,19.4
1600864200,0.003,134.0,3.3,20.6
1600867800,0.011,134.0,3.3,23.1
1600871400,0.012,123.0,3.1,40.5
1600875000,0.009,183.0,2.1,79.2
1600878600,0.003,301.0,2.7,69.1
1600882200,0.002,306.0,3.3,65.4
1600885800,0.001,292.0,4.9,41.0
1600889400,0.001,298.0,6.6,23.4
1600893000,0.001,301.0,5.8,25.1
1600896600,0.001,296.0,5.8,24.0
1600900200,0.001,307.0,5.1,19.4
1600903800,0.001,6.0,1.7,35.9
1600907400,0.002,344.0,1.5,55.2
1600911000,0.002,7.0,1.6,39.1
1600914600,0.001,76.0,1.3,35.6
1600918200,0.007,113.0,1.9,29.3
1600921800,0.008,125.0,2.6,20.7
1600925400,0.02,134.0,2.5,20.8
1600929000,0.017,133.0,2.4,24.5
1600932600,0.012,131.0,2.1,23.4
1600936200,0.007,129.0,2.9,18.6
1600939800,0.017,124.0,2.8,27.3
1600943400,0.005,134.0,2.8,24.9
1600947000,0.005,128.0,2.5,23.5
1600950600,0.005,122.0,3.1,31.3
1600954200,0.005,162.0,2.7,45.3
1600957800,0.008,163.0,3.2,36.4
1600961400,0.008,182.0,2.4,71.8
1600965000,0.007,168.0,3.4,36.1
1600968600,0.006,213.0,2.2,61.0
1600972200,0.003,253.0,2.3,67.0
1600975800,0.005,216.0,2.6,68.4
1600979400,0.003,189.0,2.8,53.5
1600983000,0.004,194.0,1.8,76.8
1600986600,0.002,102.0,2.1,58.6
1600990200,0.002,77.0,2.2,23.6
1600993800,0.002,94.0,1.4,35.6
1600997400,0.002,117.0,1.3,40.6
1601001000,0.004,138.0,1.3,51.3
1601004600,0.002,135.0,2.3,21.0
1601008200,0.002,138.0,1.1,64.4
1601011800,0.001,138.0,1.8,24.1
1601015400,0.0,95.0,1.2,33.9
1601019000,0.0,71.0,0.6,79.9
1601022600,0.0,102.0,0.7,47.1
1601026200,0.0,22.0,0.7,77.1
1601029800,0.0,40.0,1.0,66.7
1601033400,0.0,316.0,1.0,63.2
1601037000,0.0,103.0,0.8,67.7
1601040600,0.007,242.0,1.1,71.7
1601044200,0.003,141.0,2.0,61.4
1601047800,0.002,109.0,2.6,78.3
1601051400,0.002,122.0,3.8,54.3
1601055000,0.003,126.0,3.3,62.5
1601058600,0.002,134.0,3.5,59.2
1601062200,0.002,114.0,3.1,66.5
1601065800,0.001,96.0,2.8,64.9
1601069400,0.001,120.0,3.1,38.3
1601073000,0.001,118.0,3.1,35.0
1601076600,0.001,93.0,2.3,38.0
1601080200,0.001,97.0,2.7,36.0
1601083800,0.001,107.0,2.3,37.0
1601087400,0.0,91.0,1.5,41.1
1601091000,0.0,28.0,1.0,41.5
1601094600,0.0,1.0,0.9,66.4
1601098200,0.0,111.0,1.4,74.2
1601101800,0.0,90.0,1.7,66.9
1601105400,0.0,292.0,1.0,32.4
1601109000,0.0,270.0,0.9,67.0
1601112600,0.0,164.0,0.7,74.9
1601116200,0.001,174.0,1.1,50.0
1601119800,0.003,154.0,1.6,33.9
1601123400,0.005,169.0,1.4,45.9
1601127000,0.017,136.0,2.0,36.8
1601130600,0.009,183.0,2.3,64.1
1601134200,0.005,210.0,3.1,54.0
1601137800,0.006,173.0,3.8,51.6
1601141400,0.01,165.0,4.6,45.4
1601145000,0.008,183.0,4.2,46.6
1601148600,0.005,178.0,3.9,49.4
1601152200,0.007,172.0,3.8,48.8
1601155800,0.003,234.0,3.0,51.5
1601159400,0.003,194.0,2.6,45.8
1601163000,0.003,157.0,1.7,47.6
1601166600,0.004,172.0,1.5,59.4
1601170200,0.008,128.0,1.1,59.6
1601173800,0.021,135.0,1.2,64.0
1601177400,0.005,138.0,2.0,35.7
1601181000,0.004,133.0,1.8,39.5
1601184600,0.001,143.0,2.0,60.5
1601188200,0.001,131.0,3.7,18.7
1601191800,0.0,127.0,3.5,22.9
1601195400,0.0,118.0,3.1,30.5
1601199000,0.001,121.0,2.4,28.8
1601202600,0.001,114.0,2.8,27.4
1601206200,0.001,110.0,2.9,26.4
1601209800,0.004,122.0,3.2,31.3
1601213400,0.016,156.0,2.4,51.8
1601217000,0.006,186.0,2.8,44.7
1601220600,0.006,175.0,3.3,48.1
1601224200,0.003,197.0,3.7,51.2
1601227800,0.005,184.0,5.8,39.3
1601231400,0.003,179.0,5.2,38.0
1601235000,0.004,189.0,5.8,40.8
1601238600,0.006,195.0,4.6,41.3
1601242200,0.004,178.0,4.4,34.7
1601245800,0.005,206.0,2.7,40.7
1601249400,0.003,178.0,2.3,35.7
1601253000,0.002,174.0,2.2,45.9
1601256600,0.003,149.0,2.3,32.2
1601260200,0.006,143.0,2.8,27.7
1601263800,0.009,124.0,2.8,34.2
1601267400,0.003,126.0,2.3,25.8
1601271000,0.001,130.0,2.3,22.0
1601274600,0.006,125.0,3.2,23.0
1601278200,0.002,123.0,2.5,37.9
1601281800,0.001,135.0,2.8,26.7
1601285400,0.001,130.0,2.4,26.3
1601289000,0.001,129.0,3.4,24.4
1601292600,0.001,127.0,2.9,30.0
1601296200,0.003,118.0,3.2,33.3
1601299800,0.008,167.0,3.3,43.3
1601303400,0.005,198.0,3.7,44.5
1601307000,0.006,212.0,4.4,45.5
1601310600,0.006,179.0,5.8,38.3
1601314200,0.005,185.0,7.0,38.3
1601317800,0.005,184.0,6.9,35.3
1601321400,0.007,175.0,6.8,32.2
1601325000,0.012,167.0,6.9,29.7
1601328600,0.024,172.0,6.6,29.6
1601332200,0.033,165.0,5.8,31.1
1601335800,0.012,143.0,4.3,30.3
1601339400,0.027,160.0,3.1,32.2
1601343000,0.021,147.0,3.7,26.0
1601346600,0.013,170.0,3.6,36.1
1601350200,0.004,199.0,3.9,37.1
1601353800,0.004,216.0,5.7,37.6
1601357400,0.001,303.0,6.6,19.6
1601361000,0.001,305.0,5.4,17.7
1601364600,0.0,298.0,5.0,21.6
1601368200,0.0,298.0,4.9,20.5
1601371800,0.0,293.0,4.2,22.2
1601375400,0.0,300.0,3.3,24.3
1601379000,0.0,284.0,1.9,44.2
1601382600,0.0,279.0,1.8,47.4
1601386200,0.0,294.0,3.0,23.4
1601389800,0.0,279.0,2.7,35.1
1601393400,0.0,269.0,2.5,40.8
1601397000,0.0,284.0,2.1,43.0
1601400600,0.0,278.0,2.5,34.4
1601404200,0.001,243.0,2.4,59.1
1601407800,0.0,266.0,2.0,52.5
1601411400,0.001,242.0,2.6,45.1
1601415000,0.001,222.0,2.0,52.8
1601418600,0.001,162.0,2.4,49.6
1601422200,0.0,209.0,2.9,43.9
1601425800,0.0,188.0,2.4,49.4
1601429400,0.0,214.0,1.3,56.1
1601433000,0.0,291.0,2.5,28.2
1601436600,0.0,302.0,2.9,23.8
1601440200,0.0,288.0,1.7,29.5
1601443800,0.0,290.0,3.4,26.6
1601447400,0.0,276.0,4.0,36.3
1601451000,0.0,270.0,3.5,37.4
1601454600,0.0,273.0,3.1,37.1
1601458200,0.0,285.0,2.0,62.2
1601461800,0.0,270.0,2.6,69.7
1601465400,0.0,248.0,2.9,60.7
1601469000,0.0,213.0,4.5,43.8
1601472600,0.0,225.0,4.7,52.0
1601476200,0.001,222.0,5.7,49.5
1601479800,0.001,240.0,6.3,47.0
1601483400,0.001,222.0,6.9,43.4
1601487000,0.001,208.0,7.4,41.7
1601490600,0.003,205.0,8.4,42.8
1601494200,0.002,203.0,6.8,43.8
1601497800,0.002,202.0,6.7,42.4
1601501400,0.002,208.0,5.8,43.7
1601505000,0.004,206.0,4.6,37.6
1601508600,0.006,216.0,2.9,45.1
1601512200,0.003,168.0,4.3,25.0
1601515800,0.002,181.0,4.2,36.5
1601519400,0.005,208.0,4.7,41.9
1601523000,0.001,230.0,4.8,42.2
1601526600,0.001,274.0,5.0,32.7
1601530200,0.001,297.0,7.1,22.5
1601533800,0.0,289.0,6.7,22.7
1601537400,0.0,294.0,6.0,23.2
1601541000,0.0,296.0,4.5,23.5
1601544600,0.0,283.0,1.8,58.3
1601548200,0.0,83.0,1.8,64.3
1601551800,0.001,129.0,1.5,76.8
1601555400,0.001,63.0,1.7,41.6
1601559000,0.002,240.0,2.8,57.8
1601562600,0.001,266.0,4.5,39.6
1601566200,0.001,244.0,4.6,49.5
1601569800,0.001,235.0,6.5,43.0
1601573400,0.0,268.0,5.5,35.5
1601577000,0.0,264.0,5.0,40.6
1601580600,0.0,247.0,5.1,43.7
1601584200,0.003,210.0,4.5,42.1
1601587800,0.002,222.0,4.0,46.5
1601591400,0.001,242.0,3.4,42.4
1601595000,0.0,47.0,1.8,27.8
1601598600,0.0,311.0,6.1,27.4
1601602200,0.0,314.0,3.6,55.3
1601605800,0.0,127.0,1.8,45.4
1601609400,0.0,190.0,2.0,61.5
1601613000,0.0,351.0,1.6,51.8
1601616600,0.0,343.0,1.5,40.6
1601620200,0.0,4.0,1.3,39.6
1601623800,0.0,74.0,1.6,39.3
1601627400,0.0,238.0,1.8,67.9
1601631000,0.0,2.0,1.1,73.3
1601634600,0.0,280.0,2.3,42.7
1601638200,0.0,273.0,3.2,38.4
1601641800,0.0,275.0,3.0,33.1
1601645400,0.0,251.0,2.8,42.7
1601649000,,251.0,2.9,48.2
1601652600,,218.0,2.4,61.3
1601656200,0.001,271.0,3.0,48.3
1601659800,0.001,257.0,4.7,49.1
1601663400,0.0,285.0,6.2,29.8
1601667000,0.0,276.0,5.2,38.2
1601670600,0.0,290.0,5.0,29.7
1601674200,0.0,280.0,4.9,27.1
1601677800,0.0,287.0,4.3,25.4
1601681400,0.0,266.0,2.3,46.0
1601685000,0.0,324.0,2.1,47.2
1601688600,0.0,349.0,1.8,33.0
1601692200,0.0,12.0,1.6,23.3
1601695800,0.0,69.0,1.7,24.1
1601699400,0.001,97.0,1.6,24.7
1601703000,0.002,133.0,2.4,25.7
1601706600,0.002,125.0,1.0,74.3
1601710200,0.01,63.0,1.0,56.3
1601713800,0.002,116.0,2.3,35.0
1601717400,0.001,137.0,1.0,79.9
1601721000,0.005,151.0,1.4,39.9
1601724600,0.004,90.0,2.1,33.9
1601728200,0.001,113.0,2.6,33.7
1601731800,0.011,134.0,2.8,23.7
1601735400,0.033,162.0,2.7,41.3
1601739000,0.024,159.0,3.4,50.5
1601742600,0.007,198.0,3.1,61.7
1601746200,0.002,312.0,2.3,50.5
1601749800,0.003,46.0,1.7,61.1
1601753400,0.003,19.0,2.2,69.9
1601757000,0.004,144.0,2.1,64.6
1601760600,0.005,196.0,2.5,54.2
1601764200,0.001,100.0,3.0,26.3
1601767800,0.001,74.0,2.1,18.6
1601771400,0.001,68.0,0.9,42.6
1601775000,0.001,46.0,0.9,65.1
1601778600,0.001,95.0,1.4,45.0
1601782200,0.001,86.0,0.9,50.3
1601785800,0.0,70.0,1.2,31.9
1601789400,0.0,68.0,0.8,39.8
1601793000,0.0,308.0,1.1,53.4
1601796600,0.001,318.0,1.1,56.5
1601800200,0.002,318.0,0.9,40.7
1601803800,0.001,169.0,0.9,64.9
1601807400,0.001,135.0,1.6,33.4
1601811000,0.001,137.0,1.3,50.8
1601814600,0.001,324.0,0.8,70.8
1601818200,0.002,154.0,1.3,59.8
1601821800,0.001,129.0,2.5,31.7
1601825400,0.004,142.0,2.9,33.2
1601829000,0.009,185.0,3.0,45.9
1601832600,0.004,231.0,2.5,53.3
1601836200,0.01,195.0,2.4,72.9
1601839800,0.005,281.0,2.5,62.4
1601843400,0.001,5.0,1.9,43.0
1601847000,0.002,74.0,2.8,31.8
1601850600,0.002,82.0,1.2,72.6
1601854200,0.001,65.0,2.5,34.9
1601857800,0.0,48.0,3.3,52.8
1601861400,0.0,302.0,5.6,21.8
1601865000,0.0,319.0,5.2,32.7
1601868600,0.0,312.0,3.2,23.8
1601872200,0.0,352.0,1.8,38.3
1601875800,0.0,315.0,1.7,47.8
1601879400,0.0,311.0,3.5,21.1
1601883000,0.0,358.0,1.7,35.9
1601886600,0.0,298.0,2.4,31.4
1601890200,0.0,301.0,3.3,19.0
1601893800,0.0,315.0,2.5,24.6
1601897400,0.0,314.0,3.4,20.2
1601901000,0.0,308.0,4.4,17.1
1601904600,0.0,312.0,4.5,33.3
1601908200,0.0,306.0,4.8,25.9
1601911800,0.001,295.0,5.9,23.9
1601915400,0.0,298.0,5.9,19.3
1601919000,0.001,297.0,5.2,33.0
1601922600,0.0,291.0,5.7,29.9
1601926200,0.0,300.0,4.4,29.0
1601929800,0.0,302.0,3.3,35.7
1601933400,0.001,249.0,2.7,44.4
1601937000,0.001,330.0,1.3,47.7
1601940600,0.001,67.0,1.4,37.0
1601944200,0.008,84.0,1.4,28.1
1601947800,0.012,123.0,2.2,24.4
1601951400,0.005,126.0,2.2,28.6
1601955000,0.002,127.0,1.0,60.6
1601958600,0.001,99.0,1.0,57.8
1601962200,0.001,49.0,0.8,53.8
1601965800,0.001,67.0,0.6,88.1
1601969400,0.001,128.0,1.0,61.8
1601973000,0.0,125.0,1.6,36.5
1601976600,0.0,122.0,2.2,36.7
1601980200,0.0,135.0,1.8,29.7
1601983800,0.001,108.0,2.4,41.0
1601987400,0.001,123.0,2.6,30.8
1601991000,0.003,120.0,3.2,28.7
1601994600,0.014,137.0,3.9,30.6
1601998200,0.009,167.0,3.8,38.7
1602001800,0.004,196.0,4.6,44.9
1602005400,0.007,191.0,5.1,44.5
1602009000,0.01,207.0,5.1,42.2
1602012600,0.007,200.0,5.0,45.2
1602016200,0.01,218.0,4.9,46.8
1602019800,0.009,208.0,4.2,42.7
1602023400,0.01,206.0,3.5,39.0
1602027000,0.012,191.0,2.8,41.3
1602030600,0.007,179.0,3.0,34.3
1602034200,0.006,197.0,2.4,60.6
